id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,run,provider
pbmc_c1_noise_6_r2_ensembl,ensembl,noise,6,2,CD4 T cells,Unassigned (ribosomal/housekeeping-dominated; no lineage markers),0.05,"{""cell_type"":""Unassigned (ribosomal/housekeeping-dominated; no lineage markers)"",""confidence"":0.05}",stop,113,1412,1380,0.01717,2,openrouter
pbmc_c2_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,B cells,B cell,0.98,"{""cell_type"":""B cell"",""confidence"":0.98}",stop,113,346,327,0.004378,2,openrouter
pbmc_c2_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,B cells,Naive B cell,0.93,"{""cell_type"":""Naive B cell"",""confidence"":0.93}",stop,92,90,69,0.001264,2,openrouter
pbmc_c2_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,B cells,B cell,0.9,"{""cell_type"":""B cell"",""confidence"":0.9}",stop,86,92,73,0.001276,2,openrouter
pbmc_c1_noise_4_r0_ensembl,ensembl,noise,4,0,CD4 T cells,T cell,0.45,"{""cell_type"":""T cell"",""confidence"":0.45}",stop,113,3560,3541,0.042946,2,openrouter
pbmc_c2_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,B cells,B cell (likely naive/mature FCER2+ B cell),0.86,"{""cell_type"":""B cell (likely naive/mature FCER2+ B cell)"",""confidence"":0.86}",stop,84,84,53,0.001176,2,openrouter
pbmc_c1_noise_6_r0_ensembl,ensembl,noise,6,0,CD4 T cells,low-quality/undetermined cells,0.15,"{""cell_type"":""low-quality/undetermined cells"",""confidence"":0.15}",stop,113,2890,2867,0.034906,2,openrouter
pbmc_c2_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,B cells,B cell,0.78,"{""cell_type"":""B cell"",""confidence"":0.78}",stop,113,459,440,0.005734,2,openrouter
pbmc_c2_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,B cells,naive B cell,0.9,"{""cell_type"":""naive B cell"",""confidence"":0.9}",stop,113,1032,1011,0.01261,2,openrouter
pbmc_c2_n_genes_1_r0_symbol,symbol,n_genes,1,0,B cells,B cell,0.45,"{""cell_type"":""B cell"",""confidence"":0.45}",stop,46,73,54,0.000968,2,openrouter
pbmc_c2_n_genes_3_r0_symbol,symbol,n_genes,3,0,B cells,B cell,0.98,"{""cell_type"":""B cell"",""confidence"":0.98}",stop,55,17,0,0.000314,2,openrouter
pbmc_c2_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,B cells,B cell,0.4,"{""cell_type"":""B cell"",""confidence"":0.4}",stop,50,201,182,0.002512,2,openrouter
pbmc_c2_n_genes_5_r0_symbol,symbol,n_genes,5,0,B cells,B cell,0.98,"{""cell_type"":""B cell"",""confidence"":0.98}",stop,65,17,0,0.000334,2,openrouter
pbmc_c2_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,B cells,B cell,0.98,"{""cell_type"":""B cell"",""confidence"":0.98}",stop,64,232,213,0.002912,2,openrouter
pbmc_c2_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,B cells,interferon-stimulated monocyte,0.62,"{""cell_type"":""interferon-stimulated monocyte"",""confidence"":0.62}",stop,113,1059,1034,0.012934,2,openrouter
pbmc_c2_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,B cells,B cell,0.97,"{""cell_type"":""B cell"",""confidence"":0.97}",stop,78,177,158,0.00228,2,openrouter
pbmc_c2_n_genes_10_r0_symbol,symbol,n_genes,10,0,B cells,B cell,0.99,"{""cell_type"":""B cell"",""confidence"":0.99}",stop,92,17,0,0.000388,2,openrouter
pbmc_c2_noise_0_r0_symbol,symbol,noise,0,0,B cells,B cell,0.99,"{""cell_type"":""B cell"",""confidence"":0.99}",stop,92,17,0,0.000388,2,openrouter
pbmc_c2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,B cells,B cell,0.98,"{""cell_type"":""B cell"",""confidence"":0.98}",stop,113,435,416,0.005446,2,openrouter
pbmc_c2_noise_2_r0_symbol,symbol,noise,2,0,B cells,B cell,0.98,"{""cell_type"":""B cell"",""confidence"":0.98}",stop,91,17,0,0.000386,2,openrouter
pbmc_c2_noise_0_r0_ensembl,ensembl,noise,0,0,B cells,B cell,0.98,"{""cell_type"":""B cell"",""confidence"":0.98}",stop,113,255,236,0.003286,2,openrouter
pbmc_c2_noise_2_r0_ensembl,ensembl,noise,2,0,B cells,B cell,0.97,"{""cell_type"":""B cell"",""confidence"":0.97}",stop,113,270,251,0.003466,2,openrouter
pbmc_c2_noise_2_r1_symbol,symbol,noise,2,1,B cells,B cell,0.98,"{""cell_type"":""B cell"",""confidence"":0.98}",stop,88,68,49,0.000992,2,openrouter
pbmc_c2_noise_2_r2_symbol,symbol,noise,2,2,B cells,B cell,0.98,"{""cell_type"":""B cell"",""confidence"":0.98}",stop,91,17,0,0.000386,2,openrouter
pbmc_c2_noise_2_r2_ensembl,ensembl,noise,2,2,B cells,B cell,0.96,"{""cell_type"":""B cell"",""confidence"":0.96}",stop,113,255,236,0.003286,2,openrouter
pbmc_c2_noise_4_r0_symbol,symbol,noise,4,0,B cells,B cell,0.94,"{""cell_type"":""B cell"",""confidence"":0.94}",stop,93,100,81,0.001386,2,openrouter
pbmc_c2_noise_2_r1_ensembl,ensembl,noise,2,1,B cells,B cell,0.94,"{""cell_type"":""B cell"",""confidence"":0.94}",stop,113,450,431,0.005626,2,openrouter
pbmc_c2_noise_4_r1_symbol,symbol,noise,4,1,B cells,B cell,0.96,"{""cell_type"":""B cell"",""confidence"":0.96}",stop,96,86,67,0.001224,2,openrouter
pbmc_c2_noise_4_r0_ensembl,ensembl,noise,4,0,B cells,B cell,0.97,"{""cell_type"":""B cell"",""confidence"":0.97}",stop,113,500,481,0.006226,2,openrouter
pbmc_c2_noise_4_r1_ensembl,ensembl,noise,4,1,B cells,B cell,0.93,"{""cell_type"":""B cell"",""confidence"":0.93}",stop,113,480,461,0.005986,2,openrouter
pbmc_c2_noise_4_r2_symbol,symbol,noise,4,2,B cells,B cell,0.72,"{""cell_type"":""B cell"",""confidence"":0.72}",stop,94,411,392,0.00512,2,openrouter
pbmc_c2_noise_6_r0_symbol,symbol,noise,6,0,B cells,B cell,0.93,"{""cell_type"":""B cell"",""confidence"":0.93}",stop,86,80,61,0.001132,2,openrouter
pbmc_c2_noise_4_r2_ensembl,ensembl,noise,4,2,B cells,B cell,0.96,"{""cell_type"":""B cell"",""confidence"":0.96}",stop,113,414,395,0.005194,2,openrouter
pbmc_c2_noise_6_r1_symbol,symbol,noise,6,1,B cells,B cell,0.88,"{""cell_type"":""B cell"",""confidence"":0.88}",stop,93,98,79,0.001362,2,openrouter
pbmc_c2_noise_6_r0_ensembl,ensembl,noise,6,0,B cells,B cell,0.97,"{""cell_type"":""B cell"",""confidence"":0.97}",stop,113,511,492,0.006358,2,openrouter
pbmc_c2_noise_6_r2_symbol,symbol,noise,6,2,B cells,B cell,0.98,"{""cell_type"":""B cell"",""confidence"":0.98}",stop,95,61,42,0.000922,2,openrouter
pbmc_c2_noise_6_r1_ensembl,ensembl,noise,6,1,B cells,B cell,0.93,"{""cell_type"":""B cell"",""confidence"":0.93}",stop,113,244,225,0.003154,2,openrouter
pbmc_c2_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,B cells,B cell,0.99,"{""cell_type"":""B cell"",""confidence"":0.99}",stop,92,17,0,0.000388,2,openrouter
pbmc_c2_noise_6_r2_ensembl,ensembl,noise,6,2,B cells,B cell,0.99,"{""cell_type"":""B cell"",""confidence"":0.99}",stop,113,421,402,0.005278,2,openrouter
pbmc_c2_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,B cells,B cell,0.99,"{""cell_type"":""B cell"",""confidence"":0.99}",stop,92,17,0,0.000388,2,openrouter
pbmc_c2_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,B cells,B cell,0.99,"{""cell_type"":""B cell"",""confidence"":0.99}",stop,113,206,187,0.002698,2,openrouter
pbmc_c2_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,B cells,B cell,0.97,"{""cell_type"":""B cell"",""confidence"":0.97}",stop,113,216,197,0.002818,2,openrouter
pbmc_c3_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,CD14 Monocytes,Classical monocytes (CD14+ monocytes),0.98,"{""cell_type"":""Classical monocytes (CD14+ monocytes)"",""confidence"":0.98}",stop,83,26,0,0.000478,2,openrouter
pbmc_c3_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,CD14 Monocytes,monocyte,0.72,"{""cell_type"":""monocyte"",""confidence"":0.72}",stop,81,193,174,0.002478,2,openrouter
pbmc_c3_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,CD14 Monocytes,classical CD14+ monocyte,0.9,"{""cell_type"":""classical CD14+ monocyte"",""confidence"":0.9}",stop,113,829,805,0.010174,2,openrouter
pbmc_c3_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,CD14 Monocytes,CD14+ classical monocytes,0.97,"{""cell_type"":""CD14+ classical monocytes"",""confidence"":0.97}",stop,79,21,0,0.00041,2,openrouter
pbmc_c3_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,CD14 Monocytes,dendritic cell (likely CD1c+ conventional DC),0.62,"{""cell_type"":""dendritic cell (likely CD1c+ conventional DC)"",""confidence"":0.62}",stop,82,546,516,0.006716,2,openrouter
pbmc_c3_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,CD14 Monocytes,Classical monocyte,0.88,"{""cell_type"":""Classical monocyte"",""confidence"":0.88}",stop,113,679,658,0.008374,2,openrouter
pbmc_c3_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,CD14 Monocytes,CD1C+ conventional dendritic cell,0.7,"{""cell_type"":""CD1C+ conventional dendritic cell"",""confidence"":0.7}",stop,113,900,875,0.011026,2,openrouter
pbmc_c3_n_genes_1_r0_symbol,symbol,n_genes,1,0,CD14 Monocytes,Monocyte,0.65,"{""cell_type"":""Monocyte"",""confidence"":0.65}",stop,46,61,42,0.000824,2,openrouter
pbmc_c3_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,CD14 Monocytes,Monocyte,0.65,"{""cell_type"":""Monocyte"",""confidence"":0.65}",stop,50,120,101,0.00154,2,openrouter
pbmc_c3_n_genes_3_r0_symbol,symbol,n_genes,3,0,CD14 Monocytes,CD14+ classical monocytes,0.98,"{""cell_type"":""CD14+ classical monocytes"",""confidence"":0.98}",stop,56,21,0,0.000364,2,openrouter
pbmc_c3_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,CD14 Monocytes,CD14+ classical monocyte,0.98,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.98}",stop,113,651,628,0.008038,2,openrouter
pbmc_c3_n_genes_5_r0_symbol,symbol,n_genes,5,0,CD14 Monocytes,Classical monocytes,0.98,"{""cell_type"":""Classical monocytes"",""confidence"":0.98}",stop,63,19,0,0.000354,2,openrouter
pbmc_c3_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,CD14 Monocytes,Classical CD14+ monocyte,0.88,"{""cell_type"":""Classical CD14+ monocyte"",""confidence"":0.88}",stop,64,429,405,0.005276,2,openrouter
pbmc_c3_n_genes_10_r0_symbol,symbol,n_genes,10,0,CD14 Monocytes,Classical monocyte,0.98,"{""cell_type"":""Classical monocyte"",""confidence"":0.98}",stop,83,48,27,0.000742,2,openrouter
pbmc_c3_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,CD14 Monocytes,Classical CD14+ monocyte,0.97,"{""cell_type"":""Classical CD14+ monocyte"",""confidence"":0.97}",stop,78,269,245,0.003384,2,openrouter
pbmc_c3_noise_0_r0_symbol,symbol,noise,0,0,CD14 Monocytes,Classical monocytes,0.98,"{""cell_type"":""Classical monocytes"",""confidence"":0.98}",stop,83,19,0,0.000394,2,openrouter
pbmc_c3_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,CD14 Monocytes,Classical CD14+ monocyte,0.92,"{""cell_type"":""Classical CD14+ monocyte"",""confidence"":0.92}",stop,113,644,620,0.007954,2,openrouter
pbmc_c3_noise_0_r0_ensembl,ensembl,noise,0,0,CD14 Monocytes,classical monocyte,0.97,"{""cell_type"":""classical monocyte"",""confidence"":0.97}",stop,113,235,214,0.003046,2,openrouter
pbmc_c3_noise_2_r0_symbol,symbol,noise,2,0,CD14 Monocytes,Classical monocyte,0.91,"{""cell_type"":""Classical monocyte"",""confidence"":0.91}",stop,85,64,43,0.000938,2,openrouter
pbmc_c3_noise_2_r1_symbol,symbol,noise,2,1,CD14 Monocytes,CD14+ classical monocyte,0.9,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.9}",stop,83,154,131,0.002014,2,openrouter
pbmc_c3_noise_2_r0_ensembl,ensembl,noise,2,0,CD14 Monocytes,Classical CD14+ monocyte,0.9,"{""cell_type"":""Classical CD14+ monocyte"",""confidence"":0.9}",stop,113,500,476,0.006226,2,openrouter
pbmc_c3_noise_2_r2_symbol,symbol,noise,2,2,CD14 Monocytes,CD14+ classical monocytes,0.97,"{""cell_type"":""CD14+ classical monocytes"",""confidence"":0.97}",stop,85,21,0,0.000422,2,openrouter
pbmc_c3_noise_2_r1_ensembl,ensembl,noise,2,1,CD14 Monocytes,CD14+ classical monocyte,0.9,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.9}",stop,113,539,516,0.006694,2,openrouter
pbmc_c3_noise_4_r0_symbol,symbol,noise,4,0,CD14 Monocytes,Classical monocyte (CD14+ / FCN1+ monocyte),0.94,"{""cell_type"":""Classical monocyte (CD14+ / FCN1+ monocyte)"",""confidence"":0.94}",stop,88,82,49,0.00116,2,openrouter
pbmc_c3_noise_4_r1_symbol,symbol,noise,4,1,CD14 Monocytes,Classical CD14+ monocyte,0.94,"{""cell_type"":""Classical CD14+ monocyte"",""confidence"":0.94}",stop,85,69,45,0.000998,2,openrouter
pbmc_c3_noise_2_r2_ensembl,ensembl,noise,2,2,CD14 Monocytes,Classical CD14+ monocytes,0.84,"{""cell_type"":""Classical CD14+ monocytes"",""confidence"":0.84}",stop,113,750,726,0.009226,2,openrouter
pbmc_c3_noise_4_r0_ensembl,ensembl,noise,4,0,CD14 Monocytes,classical monocyte,0.93,"{""cell_type"":""classical monocyte"",""confidence"":0.93}",stop,113,537,516,0.00667,2,openrouter
pbmc_c3_noise_4_r2_symbol,symbol,noise,4,2,CD14 Monocytes,classical monocyte,0.78,"{""cell_type"":""classical monocyte"",""confidence"":0.78}",stop,84,243,222,0.003084,2,openrouter
pbmc_c3_noise_4_r1_ensembl,ensembl,noise,4,1,CD14 Monocytes,Classical CD14+ monocyte,0.9,"{""cell_type"":""Classical CD14+ monocyte"",""confidence"":0.9}",stop,113,410,386,0.005146,2,openrouter
pbmc_c3_noise_4_r2_ensembl,ensembl,noise,4,2,CD14 Monocytes,classical monocyte,0.94,"{""cell_type"":""classical monocyte"",""confidence"":0.94}",stop,113,241,220,0.003118,2,openrouter
pbmc_c3_noise_6_r0_symbol,symbol,noise,6,0,CD14 Monocytes,Monocyte,0.62,"{""cell_type"":""Monocyte"",""confidence"":0.62}",stop,83,103,84,0.001402,2,openrouter
pbmc_c3_noise_6_r1_ensembl,ensembl,noise,6,1,CD14 Monocytes,Monocyte,0.88,"{""cell_type"":""Monocyte"",""confidence"":0.88}",stop,113,293,274,0.003742,2,openrouter
pbmc_c3_noise_6_r2_symbol,symbol,noise,6,2,CD14 Monocytes,Classical monocyte (FCN1+ S100A9+),0.9,"{""cell_type"":""Classical monocyte (FCN1+ S100A9+)"",""confidence"":0.9}",stop,88,92,61,0.00128,2,openrouter
pbmc_c3_noise_6_r1_symbol,symbol,noise,6,1,CD14 Monocytes,CD1c+ conventional dendritic cell (cDC2),0.58,"{""cell_type"":""CD1c+ conventional dendritic cell (cDC2)"",""confidence"":0.58}",stop,84,391,361,0.00486,2,openrouter
pbmc_c3_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,CD14 Monocytes,CD14+ classical monocyte,0.97,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.97}",stop,83,21,0,0.000418,2,openrouter
pbmc_c3_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,CD14 Monocytes,Classical monocytes,0.98,"{""cell_type"":""Classical monocytes"",""confidence"":0.98}",stop,83,19,0,0.000394,2,openrouter
pbmc_c3_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,CD14 Monocytes,classical monocyte,0.94,"{""cell_type"":""classical monocyte"",""confidence"":0.94}",stop,113,179,158,0.002374,2,openrouter
pbmc_c4_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,177,154,0.00235,2,openrouter
pbmc_c4_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,NK cells,CD16+ natural killer (NK) cell,0.9,"{""cell_type"":""CD16+ natural killer (NK) cell"",""confidence"":0.9}",stop,81,150,124,0.001962,2,openrouter
pbmc_c4_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,NK cells,NK cell,0.94,"{""cell_type"":""NK cell"",""confidence"":0.94}",stop,82,91,72,0.001256,2,openrouter
pbmc_c4_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,NK cells,Natural killer (NK) cell,0.95,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.95}",stop,83,72,49,0.00103,2,openrouter
pbmc_c4_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,NK cells,Natural killer (NK) cell,0.93,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.93}",stop,113,474,451,0.005914,2,openrouter
pbmc_c4_n_genes_1_r0_symbol,symbol,n_genes,1,0,NK cells,NK cell,0.65,"{""cell_type"":""NK cell"",""confidence"":0.65}",stop,47,64,45,0.000862,2,openrouter
pbmc_c4_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,2,openrouter
pbmc_c4_n_genes_3_r0_symbol,symbol,n_genes,3,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,54,36,13,0.00054,2,openrouter
pbmc_c4_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,NK cells,NK cell,0.72,"{""cell_type"":""NK cell"",""confidence"":0.72}",stop,50,234,215,0.002908,2,openrouter
pbmc_c4_n_genes_5_r0_symbol,symbol,n_genes,5,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,61,21,0,0.000374,2,openrouter
pbmc_c4_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,64,268,245,0.003344,2,openrouter
pbmc_c4_n_genes_10_r0_symbol,symbol,n_genes,10,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,2,openrouter
pbmc_c4_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,NK cells,NK cell,0.76,"{""cell_type"":""NK cell"",""confidence"":0.76}",stop,113,1768,1749,0.021442,2,openrouter
pbmc_c4_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,NK cells,Natural killer (NK) cell,0.88,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.88}",stop,113,1330,1307,0.016186,2,openrouter
pbmc_c4_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,78,308,285,0.003852,2,openrouter
pbmc_c4_noise_0_r0_symbol,symbol,noise,0,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,2,openrouter
pbmc_c4_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,248,225,0.003202,2,openrouter
pbmc_c4_noise_2_r0_symbol,symbol,noise,2,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,86,21,0,0.000424,2,openrouter
pbmc_c4_noise_0_r0_ensembl,ensembl,noise,0,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,229,206,0.002974,2,openrouter
pbmc_c4_noise_2_r1_symbol,symbol,noise,2,1,NK cells,Natural killer (NK) cell,0.95,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.95}",stop,88,74,51,0.001064,2,openrouter
pbmc_c4_noise_2_r0_ensembl,ensembl,noise,2,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,415,392,0.005206,2,openrouter
pbmc_c4_noise_2_r2_symbol,symbol,noise,2,2,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,2,openrouter
pbmc_c4_noise_2_r1_ensembl,ensembl,noise,2,1,NK cells,Natural killer (NK) cell,0.96,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.96}",stop,113,389,366,0.004894,2,openrouter
pbmc_c4_noise_2_r2_ensembl,ensembl,noise,2,2,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,134,111,0.001834,2,openrouter
pbmc_c4_noise_4_r0_symbol,symbol,noise,4,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,90,57,34,0.000864,2,openrouter
pbmc_c4_noise_4_r0_ensembl,ensembl,noise,4,0,NK cells,Natural killer (NK) cell,0.96,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.96}",stop,113,150,127,0.002026,2,openrouter
pbmc_c4_noise_4_r1_symbol,symbol,noise,4,1,NK cells,Natural killer (NK) cell,0.97,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.97}",stop,84,92,69,0.001272,2,openrouter
pbmc_c4_noise_4_r2_symbol,symbol,noise,4,2,NK cells,Natural killer (NK) cell,0.93,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.93}",stop,78,105,82,0.001416,2,openrouter
pbmc_c4_noise_4_r1_ensembl,ensembl,noise,4,1,NK cells,Natural killer (NK) cell,0.93,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.93}",stop,113,531,508,0.006598,2,openrouter
pbmc_c4_noise_6_r0_symbol,symbol,noise,6,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,82,52,29,0.000788,2,openrouter
pbmc_c4_noise_4_r2_ensembl,ensembl,noise,4,2,NK cells,Natural killer (NK) cell,0.96,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.96}",stop,113,332,309,0.00421,2,openrouter
pbmc_c4_noise_6_r1_symbol,symbol,noise,6,1,NK cells,Natural killer (NK) cell,0.94,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.94}",stop,82,84,61,0.001172,2,openrouter
pbmc_c4_noise_6_r0_ensembl,ensembl,noise,6,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,368,345,0.004642,2,openrouter
pbmc_c4_noise_6_r2_symbol,symbol,noise,6,2,NK cells,Natural killer (NK) cell,0.96,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.96}",stop,87,76,53,0.001086,2,openrouter
pbmc_c4_noise_6_r1_ensembl,ensembl,noise,6,1,NK cells,Natural killer (NK) cell,0.93,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.93}",stop,113,374,351,0.004714,2,openrouter
pbmc_c4_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,2,openrouter
pbmc_c4_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,2,openrouter
pbmc_c4_noise_6_r2_ensembl,ensembl,noise,6,2,NK cells,Natural killer (NK) cell,0.92,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.92}",stop,113,517,494,0.00643,2,openrouter
pbmc_c3_noise_6_r2_ensembl,ensembl,noise,6,2,CD14 Monocytes,Classical monocyte (CD14+ / S100A8-S100A9-high),0.94,"{""cell_type"":""Classical monocyte (CD14+ / S100A8-S100A9-high)"",""confidence"":0.94}",stop,113,552,516,0.00685,2,openrouter
pbmc_c4_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,194,171,0.002554,2,openrouter
pbmc_c3_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,CD14 Monocytes,CD14+ classical monocyte,0.82,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.82}",stop,113,600,577,0.007426,2,openrouter
pbmc_c5_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.9,"{""cell_type"":""CD16+ non-classical monocyte"",""confidence"":0.9}",stop,86,115,90,0.001552,2,openrouter
pbmc_c4_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,276,253,0.003538,2,openrouter
pbmc_c5_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,FCGR3A Monocytes,Monocyte,0.9,"{""cell_type"":""Monocyte"",""confidence"":0.9}",stop,87,120,101,0.001614,2,openrouter
pbmc_c5_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.86,"{""cell_type"":""CD16+ (non-classical) monocyte"",""confidence"":0.86}",stop,113,543,516,0.006742,2,openrouter
pbmc_c5_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,FCGR3A Monocytes,CD14+ classical monocyte,0.88,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.88}",stop,79,100,77,0.001358,2,openrouter
pbmc_c3_noise_6_r0_ensembl,ensembl,noise,6,0,CD14 Monocytes,monocyte,0.78,"{""cell_type"":""monocyte"",""confidence"":0.78}",stop,113,1571,1552,0.019078,2,openrouter
pbmc_c5_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,FCGR3A Monocytes,Monocyte,0.55,"{""cell_type"":""Monocyte"",""confidence"":0.55}",stop,85,122,103,0.001634,2,openrouter
pbmc_c5_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,FCGR3A Monocytes,Monocyte,0.9,"{""cell_type"":""Monocyte"",""confidence"":0.9}",stop,113,740,721,0.009106,2,openrouter
