id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,run
pbmc_c2_n_genes_3_r0_symbol,symbol,n_genes,3,0,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,80,29,,0.00045,2
pbmc_c2_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,90,113,,0.00131,2
pbmc_c2_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,B cells,"B cell (or other antigen-presenting cell, e.g. monocyte/dendritic cell) - CD74 marks MHC class II-associated antigen presentation",0.4,"```json
{""cell_type"": ""B cell (or other antigen-presenting cell, e.g. monocyte/dendritic cell) - CD74 marks MHC class II-associated antigen presentation"", ""confidence"": 0.4}
```",end_turn,72,416,,0.004304,2
pbmc_c2_n_genes_5_r0_symbol,symbol,n_genes,5,0,B cells,B cell,0.9,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.9}
```",end_turn,94,29,,0.000478,2
pbmc_c2_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,108,176,,0.001976,2
pbmc_c2_n_genes_10_r0_symbol,symbol,n_genes,10,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552,2
pbmc_c2_noise_0_r0_symbol,symbol,noise,0,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552,2
pbmc_c2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,269,,0.002996,2
pbmc_c2_noise_0_r0_ensembl,ensembl,noise,0,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,154,,0.001846,2
pbmc_c2_noise_2_r0_symbol,symbol,noise,2,0,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,127,24,,0.000494,2
pbmc_c2_noise_2_r1_symbol,symbol,noise,2,1,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,127,24,,0.000494,2
pbmc_c2_noise_2_r0_ensembl,ensembl,noise,2,0,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,153,401,,0.004316,2
pbmc_c2_noise_2_r2_symbol,symbol,noise,2,2,B cells,B cell,0.9,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.9}
```",end_turn,129,29,,0.000548,2
pbmc_c2_noise_2_r1_ensembl,ensembl,noise,2,1,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,153,288,,0.003186,2
pbmc_c2_noise_4_r0_symbol,symbol,noise,4,0,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,130,29,,0.00055,2
pbmc_c2_noise_2_r2_ensembl,ensembl,noise,2,2,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,153,279,,0.003096,2
pbmc_c2_noise_4_r1_symbol,symbol,noise,4,1,B cells,B cell,0.75,"{""cell_type"": ""B cell"", ""confidence"": 0.75}",end_turn,133,24,,0.000506,2
pbmc_c2_noise_4_r0_ensembl,ensembl,noise,4,0,B cells,B cell,0.95,"{""cell_type"": ""B cell"", ""confidence"": 0.95}",end_turn,153,313,,0.003436,2
pbmc_c2_noise_4_r2_symbol,symbol,noise,4,2,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,140,29,,0.00057,2
pbmc_c2_noise_6_r0_symbol,symbol,noise,6,0,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,122,24,,0.000484,2
pbmc_c2_noise_4_r1_ensembl,ensembl,noise,4,1,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,153,470,,0.005006,2
pbmc_c2_noise_6_r1_symbol,symbol,noise,6,1,B cells,B cell,0.75,"{""cell_type"": ""B cell"", ""confidence"": 0.75}",end_turn,130,24,,0.0005,2
pbmc_c2_noise_4_r2_ensembl,ensembl,noise,4,2,B cells,"B cell (antigen-presenting, MHC class II high)",0.85,"{""cell_type"": ""B cell (antigen-presenting, MHC class II high)"", ""confidence"": 0.85}",end_turn,153,383,,0.004136,2
pbmc_c2_noise_6_r0_ensembl,ensembl,noise,6,0,B cells,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",end_turn,153,299,,0.003296,2
pbmc_c2_noise_6_r2_symbol,symbol,noise,6,2,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,127,24,,0.000494,2
pbmc_c2_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552,2
pbmc_c2_noise_6_r2_ensembl,ensembl,noise,6,2,B cells,B cell,0.9,"{""cell_type"": ""B cell"", ""confidence"": 0.9}",end_turn,153,297,,0.003276,2
pbmc_c2_noise_6_r1_ensembl,ensembl,noise,6,1,B cells,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",end_turn,153,499,,0.005296,2
pbmc_c2_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",end_turn,131,29,,0.000552,2
pbmc_c2_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,285,,0.003156,2
pbmc_c3_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,CD14 Monocytes,CD14+ monocyte (classical monocyte),0.9,"{""cell_type"": ""CD14+ monocyte (classical monocyte)"", ""confidence"": 0.9}",end_turn,113,38,,0.000606,2
pbmc_c2_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,B cells,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",end_turn,153,312,,0.003426,2
pbmc_c3_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,CD14 Monocytes,"Monocyte (myeloid, likely CD14+ monocyte)",0.65,"```json
{""cell_type"": ""Monocyte (myeloid, likely CD14+ monocyte)"", ""confidence"": 0.65}
```",end_turn,115,49,,0.00072,2
pbmc_c3_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,CD14 Monocytes,Monocyte (CD14+ classical monocyte),0.9,"```json
{""cell_type"": ""Monocyte (CD14+ classical monocyte)"", ""confidence"": 0.9}
```",end_turn,153,293,,0.003236,2
pbmc_c3_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,CD14 Monocytes,Monocyte (CD14+ myeloid),0.75,"{""cell_type"": ""Monocyte (CD14+ myeloid)"", ""confidence"": 0.75}",end_turn,114,37,,0.000598,2
pbmc_c3_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,CD14 Monocytes,Monocyte (CD14+ classical monocyte/macrophage lineage),0.85,"```json
{""cell_type"": ""Monocyte (CD14+ classical monocyte/macrophage lineage)"", ""confidence"": 0.85}
```",end_turn,116,52,,0.000752,2
pbmc_c3_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,CD14 Monocytes,Monocyte (classical/CD14+),0.8,"{""cell_type"": ""Monocyte (classical/CD14+)"", ""confidence"": 0.8}",end_turn,153,439,,0.004696,2
pbmc_c3_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,CD14 Monocytes,Monocyte,0.85,"{""cell_type"": ""Monocyte"", ""confidence"": 0.85}",end_turn,153,283,,0.003136,2
pbmc_c3_n_genes_1_r0_symbol,symbol,n_genes,1,0,CD14 Monocytes,Monocyte,0.75,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.75}
```",end_turn,68,31,,0.000446,2
pbmc_c3_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,CD14 Monocytes,Monocyte,0.85,"{""cell_type"": ""Monocyte"", ""confidence"": 0.85}",end_turn,153,241,,0.002716,2
pbmc_c3_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,CD14 Monocytes,Monocyte (LYZ+ myeloid cell),0.6,"```json
{""cell_type"": ""Monocyte (LYZ+ myeloid cell)"", ""confidence"": 0.6}
```",end_turn,72,45,,0.000594,2
pbmc_c3_n_genes_3_r0_symbol,symbol,n_genes,3,0,CD14 Monocytes,"Monocyte (classical, CD14+)",0.9,"```json
{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.9}
```",end_turn,78,40,,0.000556,2
pbmc_c3_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,CD14 Monocytes,Monocyte (classical/CD14+),0.85,"{""cell_type"": ""Monocyte (classical/CD14+)"", ""confidence"": 0.85}",end_turn,90,141,,0.00159,2
pbmc_c3_n_genes_5_r0_symbol,symbol,n_genes,5,0,CD14 Monocytes,CD14+ Monocyte,0.9,"{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.9}",end_turn,88,31,,0.000486,2
pbmc_c3_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,CD14 Monocytes,Monocyte (classical CD14+ monocyte),0.92,"{""cell_type"": ""Monocyte (classical CD14+ monocyte)"", ""confidence"": 0.92}",end_turn,108,171,,0.001926,2
pbmc_c3_n_genes_10_r0_symbol,symbol,n_genes,10,0,CD14 Monocytes,CD14+ monocyte,0.9,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.9}",end_turn,113,30,,0.000526,2
pbmc_c3_noise_0_r0_symbol,symbol,noise,0,0,CD14 Monocytes,CD14+ classical monocyte,0.9,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.9}",end_turn,113,32,,0.000546,2
pbmc_c3_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,CD14 Monocytes,Monocyte (classical CD14+ monocyte),0.85,"{""cell_type"": ""Monocyte (classical CD14+ monocyte)"", ""confidence"": 0.85}",end_turn,153,282,,0.003126,2
pbmc_c3_noise_2_r0_symbol,symbol,noise,2,0,CD14 Monocytes,CD14+ monocyte,0.85,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.85}",end_turn,117,30,,0.000534,2
pbmc_c3_noise_0_r0_ensembl,ensembl,noise,0,0,CD14 Monocytes,Classical monocyte (CD14+ monocyte),0.85,"{""cell_type"": ""Classical monocyte (CD14+ monocyte)"", ""confidence"": 0.85}",end_turn,153,392,,0.004226,2
pbmc_c3_noise_2_r1_symbol,symbol,noise,2,1,CD14 Monocytes,CD14+ Monocyte,0.9,"```json
{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.9}
```",end_turn,113,36,,0.000586,2
pbmc_c3_noise_2_r0_ensembl,ensembl,noise,2,0,CD14 Monocytes,Monocyte (myeloid) - likely classical CD14+ monocytes,0.85,"{""cell_type"": ""Monocyte (myeloid) - likely classical CD14+ monocytes"", ""confidence"": 0.85}",end_turn,153,423,,0.004536,2
pbmc_c3_noise_2_r2_symbol,symbol,noise,2,2,CD14 Monocytes,CD14+ classical monocyte,0.85,"{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.85}",end_turn,114,32,,0.000548,2
pbmc_c3_noise_2_r1_ensembl,ensembl,noise,2,1,CD14 Monocytes,Monocyte,0.85,"{""cell_type"": ""Monocyte"", ""confidence"": 0.85}",end_turn,153,313,,0.003436,2
pbmc_c3_noise_4_r0_symbol,symbol,noise,4,0,CD14 Monocytes,CD14+ monocyte,0.85,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.85}",end_turn,121,30,,0.000542,2
pbmc_c3_noise_2_r2_ensembl,ensembl,noise,2,2,CD14 Monocytes,Monocyte (classical CD14+ monocyte),0.85,"{""cell_type"": ""Monocyte (classical CD14+ monocyte)"", ""confidence"": 0.85}",end_turn,153,306,,0.003366,2
pbmc_c3_noise_4_r1_symbol,symbol,noise,4,1,CD14 Monocytes,CD14+ Monocyte,0.85,"{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.85}",end_turn,116,31,,0.000542,2
pbmc_c3_noise_4_r2_symbol,symbol,noise,4,2,CD14 Monocytes,"Monocyte (classical, CD14+)",0.7,"```json
{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.7}
```",end_turn,117,40,,0.000634,2
pbmc_c3_noise_4_r0_ensembl,ensembl,noise,4,0,CD14 Monocytes,Neutrophil,0.75,"{""cell_type"": ""Neutrophil"", ""confidence"": 0.75}",end_turn,153,540,,0.005706,2
pbmc_c3_noise_6_r0_symbol,symbol,noise,6,0,CD14 Monocytes,Monocyte (CD14+ classical monocyte),0.65,"{""cell_type"": ""Monocyte (CD14+ classical monocyte)"", ""confidence"": 0.65}",end_turn,115,39,,0.00062,2
pbmc_c3_noise_4_r1_ensembl,ensembl,noise,4,1,CD14 Monocytes,Classical monocyte (CD14+),0.85,"```json
{""cell_type"": ""Classical monocyte (CD14+)"", ""confidence"": 0.85}
```

**Reasoning:** The gene set includes classic myeloid/monocyte markers:
- **LYZ** (Lysozyme) — highly expressed in monocytes/macrophages
- **S100A8, S100A9, S100A12** — calprotectin family, hallmark markers of monocytes/neutrophils
- **CST3** (Cystatin C) — highly expressed in monocytic lineage
- **LY96** (MD-2, TLR4 co-receptor) — expressed in myeloid cells
- **S100A6** — also enriched in myeloid cells

This combination is a canonical signature for **classical CD14+ monocytes** in human blood scRNA-seq datasets.",end_turn,153,602,,0.006326,2
pbmc_c3_noise_6_r1_symbol,symbol,noise,6,1,CD14 Monocytes,Monocyte (CD14+ myeloid cell),0.6,"{""cell_type"": ""Monocyte (CD14+ myeloid cell)"", ""confidence"": 0.6}",end_turn,117,39,,0.000624,2
pbmc_c3_noise_4_r2_ensembl,ensembl,noise,4,2,CD14 Monocytes,"Monocyte (classical, myeloid lineage)",0.8,"```json
{""cell_type"": ""Monocyte (classical, myeloid lineage)"", ""confidence"": 0.8}
```",end_turn,153,523,,0.005536,2
pbmc_c3_noise_6_r2_symbol,symbol,noise,6,2,CD14 Monocytes,CD14+ Monocyte,0.85,"{""cell_type"": ""CD14+ Monocyte"", ""confidence"": 0.85}",end_turn,121,31,,0.000552,2
pbmc_c3_noise_6_r0_ensembl,ensembl,noise,6,0,CD14 Monocytes,"Monocyte (myeloid lineage, likely CD14+ monocyte)",0.7,"{""cell_type"": ""Monocyte (myeloid lineage, likely CD14+ monocyte)"", ""confidence"": 0.7}",end_turn,153,485,,0.005156,2
pbmc_c3_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,CD14 Monocytes,CD14+ monocyte,0.9,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.9}",end_turn,113,30,,0.000526,2
pbmc_c3_noise_6_r1_ensembl,ensembl,noise,6,1,CD14 Monocytes,Monocyte (myeloid lineage),0.75,"```json
{""cell_type"": ""Monocyte (myeloid lineage)"", ""confidence"": 0.75}
```

**Reasoning:** Several of these genes are well-established myeloid/monocyte markers:
- **LYZ** (ENSG00000090382) – Lysozyme, a classic monocyte/macrophage marker
- **CST3** (ENSG00000101439) – Cystatin C, highly expressed in monocytes
- **S100A6** (ENSG00000197956) – Associated with myeloid cells
- **FTH1** (ENSG00000167996) – Ferritin heavy chain, enriched in monocytes/macrophages
- **CFD** (ENSG00000213186) – Complement Factor D, secreted by monocytes/macrophages

The combination of these markers strongly points to a monocyte or monocyte-derived cell type within human blood.",end_turn,153,626,,0.006566,2
pbmc_c3_noise_6_r2_ensembl,ensembl,noise,6,2,CD14 Monocytes,Classical monocytes (CD14+),0.6,"{""cell_type"": ""Classical monocytes (CD14+)"", ""confidence"": 0.6}",end_turn,153,381,,0.004116,2
pbmc_c3_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,CD14 Monocytes,CD14+ monocyte,0.9,"{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.9}",end_turn,113,30,,0.000526,2
pbmc_c3_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,CD14 Monocytes,Monocyte (classical CD14+ myeloid cell),0.9,"{""cell_type"": ""Monocyte (classical CD14+ myeloid cell)"", ""confidence"": 0.9}",end_turn,153,435,,0.004656,2
pbmc_c4_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,NK cells,NK cell (CD56dim cytotoxic natural killer cell),0.85,"{""cell_type"": ""NK cell (CD56dim cytotoxic natural killer cell)"", ""confidence"": 0.85}",end_turn,114,44,,0.000668,2
pbmc_c3_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,CD14 Monocytes,CD14+ classical monocyte,0.85,"```json
{""cell_type"": ""CD14+ classical monocyte"", ""confidence"": 0.85}
```",end_turn,153,445,,0.004756,2
pbmc_c4_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,NK cells,NK cell,0.85,"```json
{""cell_type"": ""NK cell"", ""confidence"": 0.85}
```",end_turn,115,30,,0.00053,2
pbmc_c4_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,NK cells,NK cell (cytotoxic lymphocyte),0.85,"{""cell_type"": ""NK cell (cytotoxic lymphocyte)"", ""confidence"": 0.85}",end_turn,153,335,,0.003656,2
pbmc_c4_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,NK cells,NK cell (CD56dim/GZMH+ cytotoxic NK or NK-like T cell),0.65,"{""cell_type"": ""NK cell (CD56dim/GZMH+ cytotoxic NK or NK-like T cell)"", ""confidence"": 0.65}",end_turn,116,55,,0.000782,2
pbmc_c4_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,NK cells,NK cell,0.8,"{""cell_type"": ""NK cell"", ""confidence"": 0.8}",end_turn,116,25,,0.000482,2
pbmc_c4_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,NK cells,"NK cells (CD56dim, cytotoxic)",0.75,"{""cell_type"": ""NK cells (CD56dim, cytotoxic)"", ""confidence"": 0.75}",end_turn,153,407,,0.004376,2
pbmc_c4_n_genes_1_r0_symbol,symbol,n_genes,1,0,NK cells,NK cell / cytotoxic T cell,0.5,"{""cell_type"": ""NK cell / cytotoxic T cell"", ""confidence"": 0.5}",end_turn,68,35,,0.000486,2
pbmc_c4_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,NK cells,NK cell (Natural Killer cell),0.85,"{""cell_type"": ""NK cell (Natural Killer cell)"", ""confidence"": 0.85}",end_turn,72,35,,0.000494,2
pbmc_c4_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,NK cells,NK cell (natural killer cell),0.72,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.72}",end_turn,153,567,,0.005976,2
pbmc_c4_n_genes_3_r0_symbol,symbol,n_genes,3,0,NK cells,NK cell (Natural Killer cell),0.85,"```json
{""cell_type"": ""NK cell (Natural Killer cell)"", ""confidence"": 0.85}
```",end_turn,78,40,,0.000556,2
pbmc_c4_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,NK cells,NK cell,0.95,"{""cell_type"": ""NK cell"", ""confidence"": 0.95}",end_turn,90,82,,0.001,2
pbmc_c4_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,NK cells,Natural killer (NK) cell,0.72,"{""cell_type"": ""Natural killer (NK) cell"", ""confidence"": 0.72}",end_turn,153,532,,0.005626,2
pbmc_c4_n_genes_5_r0_symbol,symbol,n_genes,5,0,NK cells,NK cells (natural killer cells),0.85,"{""cell_type"": ""NK cells (natural killer cells)"", ""confidence"": 0.85}",end_turn,88,33,,0.000506,2
pbmc_c4_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,NK cells,NK cell (natural killer cell),0.85,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.85}",end_turn,108,149,,0.001706,2
pbmc_c4_n_genes_10_r0_symbol,symbol,n_genes,10,0,NK cells,NK cell (cytotoxic natural killer cell),0.85,"```json
{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}
```",end_turn,114,44,,0.000668,2
pbmc_c4_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,NK cells,Natural killer (NK) cell,0.9,"{""cell_type"": ""Natural killer (NK) cell"", ""confidence"": 0.9}",end_turn,153,208,,0.002386,2
pbmc_c4_noise_0_r0_symbol,symbol,noise,0,0,NK cells,NK cell (or cytotoxic CD8+ T cell),0.85,"```json
{""cell_type"": ""NK cell (or cytotoxic CD8+ T cell)"", ""confidence"": 0.85}
```",end_turn,114,47,,0.000698,2
pbmc_c4_noise_2_r0_symbol,symbol,noise,2,0,NK cells,"NK cell (natural killer cell, CD56dim cytotoxic subset)",0.85,"{""cell_type"": ""NK cell (natural killer cell, CD56dim cytotoxic subset)"", ""confidence"": 0.85}",end_turn,120,47,,0.00071,2
pbmc_c4_noise_0_r0_ensembl,ensembl,noise,0,0,NK cells,NK cell (cytotoxic natural killer cell),0.85,"{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}",end_turn,153,270,,0.003006,2
pbmc_c4_noise_2_r0_ensembl,ensembl,noise,2,0,NK cells,Natural Killer (NK) cell,0.92,"{""cell_type"": ""Natural Killer (NK) cell"", ""confidence"": 0.92}",end_turn,153,279,,0.003096,2
pbmc_c4_noise_2_r1_symbol,symbol,noise,2,1,NK cells,NK cell (cytotoxic natural killer cell),0.85,"{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}",end_turn,119,39,,0.000628,2
pbmc_c4_noise_2_r2_symbol,symbol,noise,2,2,NK cells,NK cell (cytotoxic natural killer cell),0.85,"```json
{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}
```",end_turn,116,44,,0.000672,2
pbmc_c4_noise_2_r1_ensembl,ensembl,noise,2,1,NK cells,NK cell (natural killer cell),0.85,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.85}",end_turn,153,344,,0.003746,2
pbmc_c4_noise_4_r0_symbol,symbol,noise,4,0,NK cells,NK cell (cytotoxic CD56dim NK cell),0.85,"{""cell_type"": ""NK cell (cytotoxic CD56dim NK cell)"", ""confidence"": 0.85}",end_turn,124,42,,0.000668,2
pbmc_c4_noise_2_r2_ensembl,ensembl,noise,2,2,NK cells,NK cell (natural killer cell),0.9,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.9}",end_turn,153,280,,0.003106,2
pbmc_c4_noise_4_r1_symbol,symbol,noise,4,1,NK cells,NK cell (CD56dim cytotoxic NK cell),0.75,"{""cell_type"": ""NK cell (CD56dim cytotoxic NK cell)"", ""confidence"": 0.75}",end_turn,118,42,,0.000656,2
pbmc_c4_noise_4_r2_symbol,symbol,noise,4,2,NK cells,NK cell (cytotoxic natural killer cell),0.85,"```json
{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}
```",end_turn,111,44,,0.000662,2
pbmc_c4_noise_4_r0_ensembl,ensembl,noise,4,0,NK cells,NK cell (natural killer cell),0.85,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.85}",end_turn,153,426,,0.004566,2
pbmc_c4_noise_4_r1_ensembl,ensembl,noise,4,1,NK cells,"NK cells (cytotoxic lymphocytes, CD56dim NK/cytotoxic T cell subset)",0.85,"{""cell_type"": ""NK cells (cytotoxic lymphocytes, CD56dim NK/cytotoxic T cell subset)"", ""confidence"": 0.85}",end_turn,153,307,,0.003376,2
pbmc_c4_noise_6_r0_symbol,symbol,noise,6,0,NK cells,NK cell,0.75,"{""cell_type"": ""NK cell"", ""confidence"": 0.75}",end_turn,120,25,,0.00049,2
pbmc_c4_noise_4_r2_ensembl,ensembl,noise,4,2,NK cells,"NK cell (cytotoxic lymphocyte, NK/CD8+ T cell)",0.85,"{""cell_type"": ""NK cell (cytotoxic lymphocyte, NK/CD8+ T cell)"", ""confidence"": 0.85}",end_turn,153,353,,0.003836,2
pbmc_c4_noise_6_r1_symbol,symbol,noise,6,1,NK cells,NK cell (Natural Killer cell),0.75,"{""cell_type"": ""NK cell (Natural Killer cell)"", ""confidence"": 0.75}",end_turn,118,35,,0.000586,2
pbmc_c4_noise_6_r0_ensembl,ensembl,noise,6,0,NK cells,Natural killer (NK) cell,0.85,"{""cell_type"": ""Natural killer (NK) cell"", ""confidence"": 0.85}",end_turn,153,355,,0.003856,2
pbmc_c4_noise_6_r2_symbol,symbol,noise,6,2,NK cells,NK cell (natural killer cell),0.75,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.75}",end_turn,119,33,,0.000568,2
pbmc_c4_noise_6_r1_ensembl,ensembl,noise,6,1,NK cells,NK cell (natural killer cell),0.75,"{""cell_type"": ""NK cell (natural killer cell)"", ""confidence"": 0.75}",end_turn,153,291,,0.003216,2
pbmc_c4_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,NK cells,NK cell (cytotoxic natural killer cell),0.9,"```json
{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.9}
```",end_turn,114,44,,0.000668,2
pbmc_c4_noise_6_r2_ensembl,ensembl,noise,6,2,NK cells,NK cells (cytotoxic natural killer cells),0.75,"{""cell_type"": ""NK cells (cytotoxic natural killer cells)"", ""confidence"": 0.75}",end_turn,153,362,,0.003926,2
pbmc_c4_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,NK cells,NK cell (cytotoxic CD56dim natural killer cell),0.85,"{""cell_type"": ""NK cell (cytotoxic CD56dim natural killer cell)"", ""confidence"": 0.85}",end_turn,114,44,,0.000668,2
pbmc_c4_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,NK cells,"NK cell (cytotoxic lymphocyte, NK/CD8+ T)",0.85,"{""cell_type"": ""NK cell (cytotoxic lymphocyte, NK/CD8+ T)"", ""confidence"": 0.85}",end_turn,153,353,,0.003836,2
pbmc_c5_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.85,"```json
{""cell_type"": ""CD16+ non-classical monocyte"", ""confidence"": 0.85}
```",end_turn,117,39,,0.000624,2
pbmc_c4_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,NK cells,NK cell (cytotoxic natural killer cell),0.85,"{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}",end_turn,153,291,,0.003216,2
pbmc_c5_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,FCGR3A Monocytes,Monocyte/Macrophage,0.75,"{""cell_type"": ""Monocyte/Macrophage"", ""confidence"": 0.75}",end_turn,119,32,,0.000558,2
pbmc_c5_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,FCGR3A Monocytes,CD16+ non-classical monocytes,0.85,"{""cell_type"": ""CD16+ non-classical monocytes"", ""confidence"": 0.85}",end_turn,153,264,,0.002946,2
pbmc_c5_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,FCGR3A Monocytes,Monocyte (non-classical/CD16+),0.7,"{""cell_type"": ""Monocyte (non-classical/CD16+)"", ""confidence"": 0.7}",end_turn,117,37,,0.000604,2
pbmc_c5_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,FCGR3A Monocytes,Monocyte (myeloid/macrophage lineage),0.8,"{""cell_type"": ""Monocyte (myeloid/macrophage lineage)"", ""confidence"": 0.8}",end_turn,153,287,,0.003176,2
