id,run,model,format,knob,level,replicate,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,marker_overlap,n_tied_labels,tied_labels,normalized,score,strict,vague,label_source
hao_cPlasmablast_n_genes_10_r0_ensembl,0,gpt-5.6-terra,ensembl,n_genes,10,0,openrouter,Plasmablast,Plasma cell / plasmablast,0.99,"{""cell_type"":""Plasma cell / plasmablast"",""confidence"":0.99}",stop,122,376,352.0,0.004756,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_n_genes_10_r0_ensembl,0,panglaodb-lookup,ensembl,n_genes,10,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_10_r0_symbol,0,cellmarker-lookup,symbol,n_genes,10,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_10_r0_symbol,0,claude-sonnet-5,symbol,n_genes,10,0,anthropic,Plasmablast,Plasma cells,0.95,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.95}",end_turn,141,27,,0.000552,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_10_r0_symbol,0,gemini-3.8-flash,symbol,n_genes,10,0,openrouter,Plasmablast,Plasma cells,0.99,"```json
{
  ""cell_type"": ""Plasma cells"",
  ""confidence"": 0.99
}
```",stop,87,370,341.0,0.00145275,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_10_r0_symbol,0,gpt-5.6-terra,symbol,n_genes,10,0,openrouter,Plasmablast,Plasmablast/plasma cell,0.98,"{""cell_type"":""Plasmablast/plasma cell"",""confidence"":0.98}",stop,95,70,46.0,0.00103,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_n_genes_10_r0_symbol,0,panglaodb-lookup,symbol,n_genes,10,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_1_r0_ensembl,0,cellmarker-lookup,ensembl,n_genes,1,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,1.0,2.0,"[""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_1_r0_ensembl,0,claude-sonnet-5,ensembl,n_genes,1,0,anthropic,Plasmablast,"Unable to determine with confidence - single gene identifier (ENSG00000170476 corresponds to MYADM) is insufficient for reliable cell type annotation from PBMC clusters, which typically require multiple marker genes for accurate classification",0.1,"```json
{""cell_type"": ""Unable to determine with confidence - single gene identifier (ENSG00000170476 corresponds to MYADM) is insufficient for reliable cell type annotation from PBMC clusters, which typically require multiple marker genes for accurate classification"", ""confidence"": 0.1}
```",end_turn,89,104,,0.001218,,,,Unknown / low-quality / no cell type given,0.0,0.0,0.0,judge
hao_cPlasmablast_n_genes_1_r0_ensembl,0,gemini-3.8-flash,ensembl,n_genes,1,0,openrouter,Plasmablast,plasma cell,0.85,"```json
{
  ""cell_type"": ""plasma cell"",
  ""confidence"": 0.85
}
```",stop,59,958,929.0,0.00363675,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_1_r0_ensembl,0,gpt-5.6-terra,ensembl,n_genes,1,0,openrouter,Plasmablast,Plasmablast / plasma cell,0.88,"{""cell_type"":""Plasmablast / plasma cell"",""confidence"":0.88}",stop,59,714,690.0,0.008686,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_n_genes_1_r0_ensembl,0,panglaodb-lookup,ensembl,n_genes,1,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,1.0,3.0,"[""B cell (subtype unclear)"", ""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_1_r0_symbol,0,cellmarker-lookup,symbol,n_genes,1,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,1.0,2.0,"[""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_1_r0_symbol,0,claude-sonnet-5,symbol,n_genes,1,0,anthropic,Plasmablast,Plasma cells,0.85,"```json
{""cell_type"": ""Plasma cells"", ""confidence"": 0.85}
```",end_turn,85,32,,0.00049,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_1_r0_symbol,0,gemini-3.8-flash,symbol,n_genes,1,0,openrouter,Plasmablast,Plasma cells,0.95,"```json
{""cell_type"": ""Plasma cells"", ""confidence"": 0.95}
```",stop,49,350,327.0,0.00134925,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_1_r0_symbol,0,gpt-5.6-terra,symbol,n_genes,1,0,openrouter,Plasmablast,Plasmablast/plasma cell,0.93,"{""cell_type"":""Plasmablast/plasma cell"",""confidence"":0.93}",stop,57,64,40.0,0.000882,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_n_genes_1_r0_symbol,0,panglaodb-lookup,symbol,n_genes,1,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,1.0,3.0,"[""B cell (subtype unclear)"", ""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_3_r0_ensembl,0,cellmarker-lookup,ensembl,n_genes,3,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,2.0,2.0,"[""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_3_r0_ensembl,0,claude-sonnet-5,ensembl,n_genes,3,0,anthropic,Plasmablast,Plasma cells,0.95,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.95}",end_turn,107,300,,0.003214,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_3_r0_ensembl,0,gemini-3.8-flash,ensembl,n_genes,3,0,openrouter,Plasmablast,plasma cell,0.95,"```json
{
  ""cell_type"": ""plasma cell"",
  ""confidence"": 0.95
}
```",stop,87,889,860.0,0.003399,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_3_r0_ensembl,0,gpt-5.6-terra,ensembl,n_genes,3,0,openrouter,Plasmablast,Plasma cell,0.99,"{""cell_type"":""Plasma cell"",""confidence"":0.99}",stop,73,332,312.0,0.00413,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_3_r0_ensembl,0,panglaodb-lookup,ensembl,n_genes,3,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,2.0,3.0,"[""B cell (subtype unclear)"", ""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_3_r0_symbol,0,cellmarker-lookup,symbol,n_genes,3,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,2.0,2.0,"[""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_3_r0_symbol,0,claude-sonnet-5,symbol,n_genes,3,0,anthropic,Plasmablast,Plasma cells,0.9,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.9}",end_turn,99,27,,0.000468,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_3_r0_symbol,0,gemini-3.8-flash,symbol,n_genes,3,0,openrouter,Plasmablast,plasma cell,0.98,"```json
{
  ""cell_type"": ""plasma cell"",
  ""confidence"": 0.98
}
```",stop,58,538,509.0,0.002061,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_3_r0_symbol,0,gpt-5.6-terra,symbol,n_genes,3,0,openrouter,Plasmablast,Plasmablast / plasma cell,0.98,"{""cell_type"":""Plasmablast / plasma cell"",""confidence"":0.98}",stop,66,72,48.0,0.000996,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_n_genes_3_r0_symbol,0,panglaodb-lookup,symbol,n_genes,3,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,2.0,3.0,"[""B cell (subtype unclear)"", ""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_5_r0_ensembl,0,cellmarker-lookup,ensembl,n_genes,5,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,2.0,2.0,"[""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_5_r0_ensembl,0,claude-sonnet-5,ensembl,n_genes,5,0,anthropic,Plasmablast,Plasma cells,0.92,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.92}",end_turn,125,222,,0.00247,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_5_r0_ensembl,0,gemini-3.8-flash,ensembl,n_genes,5,0,openrouter,Plasmablast,Plasmablast,0.95,"```json
{
  ""cell_type"": ""Plasmablast"",
  ""confidence"": 0.95
}
```",stop,115,1310,1279.0,0.00499875,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_5_r0_ensembl,0,gpt-5.6-terra,ensembl,n_genes,5,0,openrouter,Plasmablast,Plasmablast / plasma cell,0.98,"{""cell_type"":""Plasmablast / plasma cell"",""confidence"":0.98}",stop,87,262,238.0,0.003318,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_n_genes_5_r0_ensembl,0,panglaodb-lookup,ensembl,n_genes,5,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,2.0,3.0,"[""B cell (subtype unclear)"", ""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_5_r0_symbol,0,cellmarker-lookup,symbol,n_genes,5,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,2.0,2.0,"[""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_5_r0_symbol,0,claude-sonnet-5,symbol,n_genes,5,0,anthropic,Plasmablast,Plasma cells,0.9,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.9}",end_turn,110,27,,0.00049,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_5_r0_symbol,0,gemini-3.8-flash,symbol,n_genes,5,0,openrouter,Plasmablast,plasma cell,0.98,"```json
{
  ""cell_type"": ""plasma cell"",
  ""confidence"": 0.98
}
```",stop,66,479,450.0,0.00184575,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_n_genes_5_r0_symbol,0,gpt-5.6-terra,symbol,n_genes,5,0,openrouter,Plasmablast,Plasmablast/plasma cell,0.98,"{""cell_type"":""Plasmablast/plasma cell"",""confidence"":0.98}",stop,74,71,47.0,0.001,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_n_genes_5_r0_symbol,0,panglaodb-lookup,symbol,n_genes,5,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,2.0,3.0,"[""B cell (subtype unclear)"", ""Plasmablast"", ""pDC""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_1-10_r0_ensembl,0,cellmarker-lookup,ensembl,rank_window,1-10,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_1-10_r0_ensembl,0,claude-sonnet-5,ensembl,rank_window,1-10,0,anthropic,Plasmablast,Plasma cells,0.95,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.95}",end_turn,170,317,,0.00351,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_1-10_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,1-10,0,openrouter,Plasmablast,Plasma cell,0.98,"```json
{
  ""cell_type"": ""Plasma cell"",
  ""confidence"": 0.98
}
```",stop,185,1399,1370.0,0.005385,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_1-10_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,1-10,0,openrouter,Plasmablast,Plasma cell / plasmablast,0.98,"{""cell_type"":""Plasma cell / plasmablast"",""confidence"":0.98}",stop,122,421,397.0,0.005296,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_rank_window_1-10_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,1-10,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_1-10_r0_symbol,0,cellmarker-lookup,symbol,rank_window,1-10,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_1-10_r0_symbol,0,claude-sonnet-5,symbol,rank_window,1-10,0,anthropic,Plasmablast,Plasma cells,0.95,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.95}",end_turn,141,27,,0.000552,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_1-10_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,1-10,0,openrouter,Plasmablast,Plasma cell,0.99,"```json
{
  ""cell_type"": ""Plasma cell"",
  ""confidence"": 0.99
}
```",stop,87,246,217.0,0.00098775,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_1-10_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,1-10,0,openrouter,Plasmablast,Plasma cell (antibody-secreting B cell/plasmablast),0.98,"{""cell_type"":""Plasma cell (antibody-secreting B cell/plasmablast)"",""confidence"":0.98}",stop,95,79,46.0,0.001138,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_rank_window_1-10_r0_symbol,0,panglaodb-lookup,symbol,rank_window,1-10,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_11-20_r0_ensembl,0,cellmarker-lookup,ensembl,rank_window,11-20,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,3.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_11-20_r0_ensembl,0,claude-sonnet-5,ensembl,rank_window,11-20,0,anthropic,Plasmablast,Plasma cells,0.92,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.92}",end_turn,170,295,,0.00329,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_11-20_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,11-20,0,openrouter,Plasmablast,plasma cells,0.95,"```json
{
  ""cell_type"": ""plasma cells"",
  ""confidence"": 0.95
}
```",stop,185,536,507.0,0.00214875,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_11-20_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,11-20,0,openrouter,Plasmablast,Plasma cell,0.82,"{""cell_type"":""Plasma cell"",""confidence"":0.82}",stop,122,536,516.0,0.006676,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_11-20_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,11-20,0,none,Plasmablast,pDC,,Plasmacytoid dendritic cells,,0,0,0.0,0.0,1.0,2.0,"[""B cell (subtype unclear)"", ""pDC""]",pDC,0.0,0.0,0.0,rule
hao_cPlasmablast_rank_window_11-20_r0_symbol,0,cellmarker-lookup,symbol,rank_window,11-20,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,3.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_11-20_r0_symbol,0,claude-sonnet-5,symbol,rank_window,11-20,0,anthropic,Plasmablast,Plasma cells,0.92,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.92}",end_turn,139,27,,0.000548,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_11-20_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,11-20,0,openrouter,Plasmablast,plasma cell,0.98,"```json
{
  ""cell_type"": ""plasma cell"",
  ""confidence"": 0.98
}
```",stop,87,561,532.0,0.002169,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_11-20_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,11-20,0,openrouter,Plasmablast,Plasma cell,0.97,"{""cell_type"":""Plasma cell"",""confidence"":0.97}",stop,94,57,37.0,0.000872,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_11-20_r0_symbol,0,panglaodb-lookup,symbol,rank_window,11-20,0,none,Plasmablast,pDC,,Plasmacytoid dendritic cells,,0,0,0.0,0.0,1.0,2.0,"[""B cell (subtype unclear)"", ""pDC""]",pDC,0.0,0.0,0.0,rule
hao_cPlasmablast_rank_window_21-30_r0_ensembl,0,cellmarker-lookup,ensembl,rank_window,21-30,0,none,Plasmablast,B memory,,Memory B cell,,0,0,0.0,0.0,2.0,2.0,"[""B memory"", ""HSPC""]",B memory,0.5,0.0,0.0,rule
hao_cPlasmablast_rank_window_21-30_r0_ensembl,0,claude-sonnet-5,ensembl,rank_window,21-30,0,anthropic,Plasmablast,Plasma cells (IgA+),0.65,"Looking at these genes, the most informative marker is **ENSG00000211895 (IGHA1)** - immunoglobulin heavy constant alpha 1, which is a classic marker of antibody-secreting plasma cells (specifically IgA-producing plasma cells).

```json
{""cell_type"": ""Plasma cells (IgA+)"", ""confidence"": 0.65}
```",end_turn,170,621,,0.00655,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_rank_window_21-30_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,21-30,0,openrouter,Plasmablast,plasma cell,0.95,"```json
{
  ""cell_type"": ""plasma cell"",
  ""confidence"": 0.95
}
```",stop,185,2511,2482.0,0.009555,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_21-30_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,21-30,0,openrouter,Plasmablast,B cell,0.82,"{""cell_type"":""B cell"",""confidence"":0.82}",stop,122,1313,1294.0,0.016,,,,B cell (subtype unclear),0.5,0.0,1.0,rule
hao_cPlasmablast_rank_window_21-30_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,21-30,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,1.0,2.0,"[""B cell (subtype unclear)"", ""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_21-30_r0_symbol,0,cellmarker-lookup,symbol,rank_window,21-30,0,none,Plasmablast,B memory,,Memory B cell,,0,0,0.0,0.0,2.0,2.0,"[""B memory"", ""HSPC""]",B memory,0.5,0.0,0.0,rule
hao_cPlasmablast_rank_window_21-30_r0_symbol,0,claude-sonnet-5,symbol,rank_window,21-30,0,anthropic,Plasmablast,Plasma cells (IgA-secreting),0.85,"{""cell_type"": ""Plasma cells (IgA-secreting)"", ""confidence"": 0.85}",end_turn,138,36,,0.000636,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_rank_window_21-30_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,21-30,0,openrouter,Plasmablast,Plasma cell,0.95,"```json
{
  ""cell_type"": ""Plasma cell"",
  ""confidence"": 0.95
}
```",stop,88,573,544.0,0.00221475,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_21-30_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,21-30,0,openrouter,Plasmablast,IgA-secreting plasma cell (plasmablast),0.9,"{""cell_type"":""IgA-secreting plasma cell (plasmablast)"",""confidence"":0.9}",stop,95,115,85.0,0.00157,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_rank_window_21-30_r0_symbol,0,panglaodb-lookup,symbol,rank_window,21-30,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,1.0,2.0,"[""B cell (subtype unclear)"", ""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_31-40_r0_ensembl,0,cellmarker-lookup,ensembl,rank_window,31-40,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,3.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_31-40_r0_ensembl,0,claude-sonnet-5,ensembl,rank_window,31-40,0,anthropic,Plasmablast,Plasma cells,0.4,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.4}",end_turn,170,500,,0.00534,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_31-40_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,31-40,0,openrouter,Plasmablast,Plasmablast,0.95,"```json
{
  ""cell_type"": ""Plasmablast"",
  ""confidence"": 0.95
}
```",stop,185,3173,3142.0,0.0120375,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_31-40_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,31-40,0,openrouter,Plasmablast,Plasmablast/plasma cell,0.82,"{""cell_type"":""Plasmablast/plasma cell"",""confidence"":0.82}",stop,122,540,516.0,0.006724,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_rank_window_31-40_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,31-40,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,3.0,2.0,"[""B cell (subtype unclear)"", ""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_31-40_r0_symbol,0,cellmarker-lookup,symbol,rank_window,31-40,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,3.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_31-40_r0_symbol,0,claude-sonnet-5,symbol,rank_window,31-40,0,anthropic,Plasmablast,Plasma cell (plasmablast),0.85,"{""cell_type"": ""Plasma cell (plasmablast)"", ""confidence"": 0.85}",end_turn,142,34,,0.000624,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_rank_window_31-40_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,31-40,0,openrouter,Plasmablast,Plasma cell,0.95,"```json
{
  ""cell_type"": ""Plasma cell"",
  ""confidence"": 0.95
}
```",stop,88,307,278.0,0.00121725,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_31-40_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,31-40,0,openrouter,Plasmablast,plasmablast,0.86,"{""cell_type"":""plasmablast"",""confidence"":0.86}",stop,96,108,87.0,0.001488,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_rank_window_31-40_r0_symbol,0,panglaodb-lookup,symbol,rank_window,31-40,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,3.0,2.0,"[""B cell (subtype unclear)"", ""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_ribo_filter_off_r0_ensembl,0,cellmarker-lookup,ensembl,ribo_filter,off,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_ribo_filter_off_r0_ensembl,0,claude-sonnet-5,ensembl,ribo_filter,off,0,anthropic,Plasmablast,Plasma cells (antibody-secreting B cells),0.9,"{""cell_type"": ""Plasma cells (antibody-secreting B cells)"", ""confidence"": 0.9}",end_turn,170,429,,0.00463,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_ribo_filter_off_r0_ensembl,0,gemini-3.8-flash,ensembl,ribo_filter,off,0,openrouter,Plasmablast,Platelet,0.99,"```json
{
  ""cell_type"": ""Platelet"",
  ""confidence"": 0.99
}
```",stop,185,578,549.0,0.00230625,,,,Platelet,0.0,0.0,0.0,rule
hao_cPlasmablast_ribo_filter_off_r0_ensembl,0,gpt-5.6-terra,ensembl,ribo_filter,off,0,openrouter,Plasmablast,Plasma cell / plasmablast,0.88,"{""cell_type"":""Plasma cell / plasmablast"",""confidence"":0.88}",stop,122,511,487.0,0.006376,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_ribo_filter_off_r0_ensembl,0,panglaodb-lookup,ensembl,ribo_filter,off,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_ribo_filter_off_r0_symbol,0,cellmarker-lookup,symbol,ribo_filter,off,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_ribo_filter_off_r0_symbol,0,claude-sonnet-5,symbol,ribo_filter,off,0,anthropic,Plasmablast,Plasma cells,0.95,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.95}",end_turn,141,27,,0.000552,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_ribo_filter_off_r0_symbol,0,gemini-3.8-flash,symbol,ribo_filter,off,0,openrouter,Plasmablast,Plasma cell,0.98,"```json
{
  ""cell_type"": ""Plasma cell"",
  ""confidence"": 0.98
}
```",stop,87,461,432.0,0.001794,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_ribo_filter_off_r0_symbol,0,gpt-5.6-terra,symbol,ribo_filter,off,0,openrouter,Plasmablast,Plasmablast/plasma cell,0.99,"{""cell_type"":""Plasmablast/plasma cell"",""confidence"":0.99}",stop,95,67,43.0,0.000994,,,,Plasmablast,1.0,1.0,0.0,judge
hao_cPlasmablast_ribo_filter_off_r0_symbol,0,panglaodb-lookup,symbol,ribo_filter,off,0,none,Plasmablast,Plasmablast,,Plasma cells,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_ribo_filter_on_r0_ensembl,0,cellmarker-lookup,ensembl,ribo_filter,on,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,4.0,1.0,"[""Plasmablast""]",Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_ribo_filter_on_r0_ensembl,0,claude-sonnet-5,ensembl,ribo_filter,on,0,anthropic,Plasmablast,Plasma cells,0.95,"{""cell_type"": ""Plasma cells"", ""confidence"": 0.95}",end_turn,170,300,,0.00334,,,,Plasmablast,1.0,1.0,0.0,rule
hao_cPlasmablast_ribo_filter_on_r0_ensembl,0,gemini-3.8-flash,ensembl,ribo_filter,on,0,openrouter,Plasmablast,Plasma cell,0.99,"```json
{""cell_type"": ""Plasma cell"", ""confidence"": 0.99}
```",stop,185,1104,1081.0,0.00427875,,,,Plasmablast,1.0,1.0,0.0,rule
