gene,ensembl
CENPBD1,ENSG00000177946
DBNDD1,ENSG00000003249
GAS8,ENSG00000141013
RP11-356C4.3,ENSG00000260507
AC137934.1,ENSG00000260923
RPH3AL,ENSG00000181031
FAM101B,ENSG00000183688
VPS53,ENSG00000141252
GEMIN4,ENSG00000179409
GLOD4,ENSG00000167699
RNMTL1,ENSG00000171861
TIMM22,ENSG00000177370
ABR,ENSG00000159842
YWHAE,ENSG00000108953
CRK,ENSG00000167193
MYO1C,ENSG00000197879
INPP5K,ENSG00000132376
PITPNA-AS1,ENSG00000236618
PITPNA,ENSG00000174238
SLC43A2,ENSG00000167703
SCARF1,ENSG00000074660
RILP,ENSG00000167705
PRPF8,ENSG00000174231
MIR22HG,ENSG00000186594
WDR81,ENSG00000167716
SERPINF2,ENSG00000167711
SERPINF1,ENSG00000132386
SMYD4,ENSG00000186532
RPA1,ENSG00000132383
DPH1,ENSG00000108963
HIC1,ENSG00000177374
SMG6,ENSG00000070366
SRR,ENSG00000167720
TSR1,ENSG00000167721
SGSM2,ENSG00000141258
MNT,ENSG00000070444
METTL16,ENSG00000127804
PAFAH1B1,ENSG00000007168
CLUH,ENSG00000132361
RP11-74E22.3,ENSG00000262050
RAP1GAP2,ENSG00000132359
TRPV3,ENSG00000167723
SHPK-1,ENSG00000197417
CTNS,ENSG00000040531
TAX1BP3,ENSG00000213977
P2RX5-TAX1BP3,ENSG00000257950
EMC6,ENSG00000127774
P2RX5,ENSG00000083454
ITGAE,ENSG00000083457
CTD-3195I5.1,ENSG00000262758
C17orf85,ENSG00000074356
CAMKK1,ENSG00000004660
P2RX1,ENSG00000108405
ATP2A3,ENSG00000074370
ZZEF1,ENSG00000074755
CYB5D2,ENSG00000167740
ANKFY1,ENSG00000185722
UBE2G1,ENSG00000132388
SPNS3,ENSG00000182557
RP13-580F15.2,ENSG00000262823
MYBBP1A,ENSG00000132382
PELP1,ENSG00000141456
ARRB2,ENSG00000141480
MED11,ENSG00000161920
CXCL16,ENSG00000161921
ZMYND15,ENSG00000141497
VMO1,ENSG00000182853
PSMB6,ENSG00000142507
RP11-81A22.5,ENSG00000262165
PLD2,ENSG00000129219
MINK1,ENSG00000141503
CHRNE,ENSG00000108556
C17orf107,ENSG00000205710
GP1BA,ENSG00000185245
SLC25A11,ENSG00000108528
RNF167,ENSG00000108523
ENO3,ENSG00000108515
SPAG7,ENSG00000091640
CAMTA2,ENSG00000108509
RP5-1050D4.3,ENSG00000262429
KIF1C,ENSG00000129250
AC109333.10,ENSG00000227495
ZFP3,ENSG00000180787
ZNF232,ENSG00000167840
ZNF594,ENSG00000180626
RP11-333E1.1,ENSG00000261879
SCIMP,ENSG00000161929
RABEP1,ENSG00000029725
NUP88,ENSG00000108559
RP11-420A6.2,ENSG00000263220
RPAIN,ENSG00000129197
CTC-524C5.2,ENSG00000263272
C1QBP,ENSG00000108561
DHX33,ENSG00000005100
DERL2,ENSG00000072849
MIS12,ENSG00000167842
NLRP1,ENSG00000091592
KIAA0753,ENSG00000198920
TXNDC17,ENSG00000129235
MED31,ENSG00000108590
C17orf100,ENSG00000212734
XAF1,ENSG00000132530
AC027763.2,ENSG00000215067
RP11-589P10.5,ENSG00000262089
ALOX12,ENSG00000108839
RNASEK,ENSG00000219200
AC040977.1,ENSG00000269871
C17orf49,ENSG00000258315
MIR497HG,ENSG00000267532
SLC16A13,ENSG00000174327
SLC16A11,ENSG00000174326
ASGR2,ENSG00000161944
ASGR1,ENSG00000141505
DLG4,ENSG00000132535
ACADVL,ENSG00000072778
DVL2,ENSG00000004975
PHF23,ENSG00000040633
CTDNEP1,ENSG00000175826
ELP5,ENSG00000170291
CLDN7,ENSG00000181885
EIF5A,ENSG00000132507
GPS2,ENSG00000132522
NEURL4,ENSG00000215041
ACAP1,ENSG00000072818
KCTD11,ENSG00000213859
TNK1,ENSG00000174292
TMEM256-PLSCR3,ENSG00000187838
TMEM256,ENSG00000205544
TMEM102,ENSG00000181284
CHRNB1,ENSG00000170175
ZBTB4,ENSG00000174282
POLR2A,ENSG00000181222
TNFSF12,ENSG00000239697
TNFSF13,ENSG00000161955
SENP3,ENSG00000161956
AC113189.5,ENSG00000233223
MPDU1,ENSG00000129255
SOX15,ENSG00000129194
FXR2,ENSG00000129245
SAT2,ENSG00000141504
TP53,ENSG00000141510
WRAP53,ENSG00000141499
KDM6B,ENSG00000132510
TMEM88,ENSG00000167874
LSMD1,ENSG00000183011
CYB5D1,ENSG00000182224
CHD3,ENSG00000170004
AC025335.1,ENSG00000179859
KCNAB3,ENSG00000170049
TRAPPC1,ENSG00000170043
CNTROB,ENSG00000170037
AC129492.6,ENSG00000214999
PER1,ENSG00000179094
VAMP2,ENSG00000220205
TMEM107,ENSG00000179029
C17orf59,ENSG00000196544
AURKB,ENSG00000178999
LINC00324,ENSG00000178977
RP11-849F2.8,ENSG00000269928
CTC1,ENSG00000178971
PFAS,ENSG00000178921
SLC25A35,ENSG00000125434
RANGRF,ENSG00000108961
KRBA2,ENSG00000184619
RP11-849F2.7,ENSG00000263809
RPL26,ENSG00000161970
RNF222,ENSG00000189051
NDEL1,ENSG00000166579
MYH10,ENSG00000133026
PIK3R6,ENSG00000174083
PIK3R5,ENSG00000141506
STX8,ENSG00000170310
GAS7,ENSG00000007237
AC000003.2,ENSG00000264194
MYH3,ENSG00000109063
CTC-297N7.8,ENSG00000273290
SCO1,ENSG00000133028
ADPRM,ENSG00000170222
TMEM220,ENSG00000187824
CTC-297N7.5,ENSG00000263400
ZNF18,ENSG00000154957
MAP2K4,ENSG00000065559
ELAC2,ENSG00000006744
COX10,ENSG00000006695
HS3ST3B1,ENSG00000125430
RP11-214O1.3,ENSG00000266378
PMP22,ENSG00000109099
TVP23C,ENSG00000175106
RP11-385D13.3,ENSG00000266538
TRIM16,ENSG00000221926
ZNF286A,ENSG00000187607
AC015922.6,ENSG00000237057
ADORA2B,ENSG00000170425
ZSWIM7,ENSG00000214941
TTC19,ENSG00000011295
NCOR1,ENSG00000141027
PIGL,ENSG00000108474
CENPV,ENSG00000166582
RP11-138I1.4,ENSG00000265401
TRPV2,ENSG00000187688
FAM211A,ENSG00000181350
ZNF287,ENSG00000141040
ZNF624,ENSG00000197566
TNFRSF13B,ENSG00000240505
MPRIP,ENSG00000133030
PLD6,ENSG00000179598
FLCN,ENSG00000154803
COPS3,ENSG00000141030
NT5M,ENSG00000205309
MED9,ENSG00000141026
RASD1,ENSG00000108551
PEMT,ENSG00000133027
RAI1,ENSG00000108557
SMCR5,ENSG00000226746
SREBF1,ENSG00000072310
TOM1L2,ENSG00000175662
LRRC48,ENSG00000171962
ATPAF2,ENSG00000171953
GID4,ENSG00000141034
DRG2,ENSG00000108591
RP11-258F1.1,ENSG00000266677
ALKBH5,ENSG00000091542
LLGL1,ENSG00000131899
FLII,ENSG00000177731
MIEF2,ENSG00000177427
TOP3A,ENSG00000177302
SMCR8,ENSG00000176994
SHMT1,ENSG00000176974
LGALS9C,ENSG00000171916
FAM106A,ENSG00000213077
ZNF286B,ENSG00000249459
TRIM16L,ENSG00000108448
TVP23B,ENSG00000171928
PRPSAP2,ENSG00000141127
SLC5A10,ENSG00000154025
FAM83G,ENSG00000188522
GRAP,ENSG00000154016
SNORD3B-1,ENSG00000265185
SNORD3B-2,ENSG00000262074
SNORD3D,ENSG00000262202
SNORD3A,ENSG00000263934
EPN2,ENSG00000072134
B9D1,ENSG00000108641
MAPK7,ENSG00000166484
ALDH3A2,ENSG00000072210
ULK2,ENSG00000083290
RP11-78O7.2,ENSG00000270091
AKAP10,ENSG00000108599
SPECC1,ENSG00000128487
LGALS9B,ENSG00000170298
USP22,ENSG00000124422
DHRS7B,ENSG00000109016
TMEM11,ENSG00000178307
C17orf103,ENSG00000154035
MAP2K3,ENSG00000034152
C17orf51,ENSG00000212719
UBBP4,ENSG00000263563
WSB1,ENSG00000109046
RP11-173M1.8,ENSG00000264469
KSR1,ENSG00000141068
LGALS9,ENSG00000168961
RP11-138P22.1,ENSG00000266527
LYRM9,ENSG00000232859
NLK,ENSG00000087095
TMEM97,ENSG00000109084
IFT20,ENSG00000109083
TNFAIP1,ENSG00000109079
POLDIP2,ENSG00000004142
TMEM199,ENSG00000244045
CTB-96E2.7,ENSG00000265618
SARM1,ENSG00000004139
SLC46A1,ENSG00000076351
CTD-2350C19.2,ENSG00000265254
RP11-192H23.4,ENSG00000258472
UNC119,ENSG00000109103
PIGS,ENSG00000087111
ALDOC,ENSG00000109107
SPAG5,ENSG00000076382
RP11-192H23.6,ENSG00000265287
KIAA0100,ENSG00000007202
SDF2,ENSG00000132581
SUPT6H,ENSG00000109111
PROCA1,ENSG00000167525
RAB34,ENSG00000109113
AC010761.8,ENSG00000264577
TLCD1,ENSG00000160606
NEK8,ENSG00000160602
TRAF4,ENSG00000076604
FAM222B,ENSG00000173065
ERAL1,ENSG00000132591
FLOT2,ENSG00000132589
DHRS13,ENSG00000167536
PHF12,ENSG00000109118
RP11-20B24.5,ENSG00000265845
SEZ6,ENSG00000063015
MYO18A,ENSG00000196535
NUFIP2,ENSG00000108256
TAOK1,ENSG00000160551
ABHD15,ENSG00000168792
TP53I13,ENSG00000167543
GIT1,ENSG00000108262
CORO6,ENSG00000167549
SSH2,ENSG00000141298
NSRP1,ENSG00000126653
RP11-354P11.3,ENSG00000265739
SLC6A4,ENSG00000108576
BLMH,ENSG00000108578
CPD,ENSG00000108582
GOSR1,ENSG00000108587
CRLF3,ENSG00000176390
ATAD5,ENSG00000176208
RP13-753N3.1,ENSG00000263531
TEFM,ENSG00000172171
ADAP2,ENSG00000184060
RNF135,ENSG00000181481
NF1,ENSG00000196712
OMG,ENSG00000126861
EVI2B,ENSG00000185862
EVI2A,ENSG00000126860
RAB11FIP4,ENSG00000131242
COPRS,ENSG00000172301
UTP6,ENSG00000108651
SUZ12,ENSG00000178691
LRRC37B,ENSG00000185158
RHOT1,ENSG00000126858
C17orf75,ENSG00000108666
ZNF207,ENSG00000010244
PSMD11,ENSG00000108671
CDK5R1,ENSG00000176749
MYO1D,ENSG00000176658
CCL2,ENSG00000108691
CCT6B,ENSG00000132141
ZNF830,ENSG00000198783
LIG3,ENSG00000005156
RFFL,ENSG00000092871
RAD51D,ENSG00000185379
NLE1,ENSG00000073536
UNC45B,ENSG00000141161
RP11-799D4.4,ENSG00000266947
SLFN5,ENSG00000166750
RP11-47L3.1,ENSG00000267364
SLFN11,ENSG00000172716
SLFN12,ENSG00000172123
SLFN13,ENSG00000154760
SLFN12L,ENSG00000205045
RP11-1094M14.11,ENSG00000267321
PEX12,ENSG00000108733
AP2B1,ENSG00000006125
CTC-507E2.1,ENSG00000267003
MMP28,ENSG00000129270
TAF15,ENSG00000172660
AC015849.19,ENSG00000267025
AC069363.1,ENSG00000224298
CCL3,ENSG00000006075
CTB-91J4.1,ENSG00000267118
AC131056.3,ENSG00000267488
CCL3L3,ENSG00000256515
CCL4L1,ENSG00000205020
CCL3L1,ENSG00000205021
CCL4L2,ENSG00000197262
ZNHIT3,ENSG00000108278
MYO19,ENSG00000141140
PIGW,ENSG00000184886
GGNBP2,ENSG00000005955
DHRS11,ENSG00000108272
MRM1,ENSG00000129282
AATF,ENSG00000108270
ACACA,ENSG00000132142
TADA2A,ENSG00000108264
DUSP14,ENSG00000161326
SYNRG,ENSG00000006114
DDX52,ENSG00000141141
RP11-1407O15.2,ENSG00000174093
MRPL45,ENSG00000174100
CTB-58E17.1,ENSG00000261005
MLLT6,ENSG00000108292
CISD3,ENSG00000230055
PSMB3,ENSG00000108294
PIP4K2B,ENSG00000141720
CWC25,ENSG00000108296
RPL23,ENSG00000125691
LASP1,ENSG00000002834
LINC00672,ENSG00000263874
PLXDC1,ENSG00000161381
CACNB1,ENSG00000067191
RP11-690G19.3,ENSG00000266753
FBXL20,ENSG00000108306
MED1,ENSG00000125686
CDK12,ENSG00000167258
NEUROD2,ENSG00000171532
STARD3,ENSG00000131748
TCAP,ENSG00000173991
PGAP3,ENSG00000161395
ERBB2,ENSG00000141736
MIEN1,ENSG00000141741
RP11-94L15.2,ENSG00000264198
IKZF3,ENSG00000161405
GSDMB,ENSG00000073605
ORMDL3,ENSG00000172057
PSMD3,ENSG00000108344
MED24,ENSG00000008838
THRA,ENSG00000126351
NR1D1,ENSG00000126368
MSL1,ENSG00000188895
CASC3,ENSG00000108349
RAPGEFL1,ENSG00000108352
WIPF2,ENSG00000171475
CDC6,ENSG00000094804
RARA,ENSG00000131759
CTD-2267D19.2,ENSG00000265666
TOP2A,ENSG00000131747
IGFBP4,ENSG00000141753
RP5-1028K7.2,ENSG00000266088
CCR7,ENSG00000126353
SMARCE1,ENSG00000073584
KRT10,ENSG00000186395
TMEM99,ENSG00000167920
KRT23,ENSG00000108244
JUP,ENSG00000173801
EIF1,ENSG00000173812
LEPREL4,ENSG00000141696
NT5C3B,ENSG00000141698
KLHL11,ENSG00000178502
ACLY,ENSG00000131473
CNP,ENSG00000173786
DNAJC7,ENSG00000168259
NKIRAS2,ENSG00000168256
DHX58,ENSG00000108771
KAT2A,ENSG00000108773
HSPB9,ENSG00000197723
RAB5C,ENSG00000108774
GHDC,ENSG00000167925
STAT5B,ENSG00000173757
STAT5A,ENSG00000126561
STAT3,ENSG00000168610
PTRF,ENSG00000177469
ATP6V0A1,ENSG00000033627
NAGLU,ENSG00000108784
HSD17B1,ENSG00000108786
RP11-400F19.6,ENSG00000266962
COASY,ENSG00000068120
MLX,ENSG00000108788
PSMC3IP,ENSG00000131470
FAM134C,ENSG00000141699
TUBG1,ENSG00000131462
TUBG2,ENSG00000037042
CCR10,ENSG00000184451
CTD-3193K9.4,ENSG00000267042
EZH1,ENSG00000108799
VPS25,ENSG00000131475
COA3,ENSG00000183978
CNTD1,ENSG00000176563
BECN1,ENSG00000126581
PSME3,ENSG00000131467
AARSD1,ENSG00000266967
RUNDC1,ENSG00000198863
RPL27,ENSG00000131469
IFI35,ENSG00000068079
VAT1,ENSG00000108828
BRCA1,ENSG00000012048
RP11-242D8.1,ENSG00000267002
NBR1,ENSG00000188554
TMEM106A,ENSG00000184988
LINC00910,ENSG00000188825
ARL4D,ENSG00000175906
DHX8,ENSG00000067596
MEOX1,ENSG00000005102
DUSP3,ENSG00000108861
RP11-527L4.5,ENSG00000267166
NAGS,ENSG00000161653
TMEM101,ENSG00000091947
LSM12,ENSG00000161654
G6PC3,ENSG00000141349
HDAC5,ENSG00000108840
ASB16-AS1,ENSG00000267080
TMUB2,ENSG00000168591
ATXN7L3,ENSG00000087152
UBTF,ENSG00000108312
RP5-882C2.2,ENSG00000260793
SLC25A39,ENSG00000013306
GPATCH8,ENSG00000186566
FZD2,ENSG00000180340
CCDC43,ENSG00000180329
DBF4B,ENSG00000161692
EFTUD2,ENSG00000108883
DCAKD,ENSG00000172992
NMT1,ENSG00000136448
ACBD4,ENSG00000181513
HEXIM1,ENSG00000186834
AC002117.1,ENSG00000224505
HEXIM2,ENSG00000168517
CTD-2020K17.1,ENSG00000267121
FMNL1,ENSG00000184922
CTD-2020K17.4,ENSG00000233483
MAP3K14-AS1,ENSG00000267278
ARHGAP27,ENSG00000159314
PLEKHM1,ENSG00000225190
RP11-798G7.6,ENSG00000267198
KANSL1,ENSG00000120071
KANSL1-AS1,ENSG00000214401
ARL17B,ENSG00000228696
LRRC37A,ENSG00000176681
LRRC37A2,ENSG00000238083
ARL17A,ENSG00000185829
NSF,ENSG00000073969
GOSR2,ENSG00000108433
CDC27,ENSG00000004897
ITGB3,ENSG00000259207
EFCAB13,ENSG00000178852
NPEPPS,ENSG00000141279
RP11-580I16.2,ENSG00000263766
KPNB1,ENSG00000108424
TBKBP1,ENSG00000198933
TBX21,ENSG00000073861
OSBPL7,ENSG00000006025
MRPL10,ENSG00000159111
LRRC46,ENSG00000141294
SCRN2,ENSG00000141295
SP2,ENSG00000167182
PNPO,ENSG00000108439
CDK5RAP3,ENSG00000108465
COPZ2,ENSG00000005243
NFE2L1,ENSG00000082641
CBX1,ENSG00000108468
SNX11,ENSG00000002919
SKAP1,ENSG00000141293
RP11-456D7.1,ENSG00000263787
HOXB2,ENSG00000173917
HOXB-AS1,ENSG00000230148
HOXB3,ENSG00000120093
HOXB4,ENSG00000182742
CALCOCO2,ENSG00000136436
ATP5G1,ENSG00000159199
UBE2Z,ENSG00000159202
SNF8,ENSG00000159210
GNGT2,ENSG00000167083
ABI3,ENSG00000108798
ZNF652,ENSG00000198740
PHB,ENSG00000167085
RP11-1079K10.4,ENSG00000250186
SPOP,ENSG00000121067
SLC35B1,ENSG00000121073
FAM117A,ENSG00000121104
KAT7,ENSG00000136504
ITGA3,ENSG00000005884
PDK2,ENSG00000005882
SAMD14,ENSG00000167100
PPP1R9B,ENSG00000108819
SGCA,ENSG00000108823
XYLT2,ENSG00000015532
MRPL27,ENSG00000108826
LRRC59,ENSG00000108829
ACSF2,ENSG00000167107
RSAD1,ENSG00000136444
MYCBPAP,ENSG00000136449
SPATA20,ENSG00000006282
ABCC3,ENSG00000108846
ANKRD40,ENSG00000154945
RP11-294J22.6,ENSG00000262967
LUC7L3,ENSG00000108848
TOB1,ENSG00000141232
RP11-700H6.1,ENSG00000247011
SPAG9,ENSG00000008294
NME1,ENSG00000239672
NME1-NME2,ENSG00000243678
NME2,ENSG00000011052
MBTD1,ENSG00000011258
UTP18,ENSG00000011260
COX11,ENSG00000166260
STXBP4,ENSG00000166263
MMD,ENSG00000108960
PCTP,ENSG00000141179
NOG,ENSG00000183691
C17orf67,ENSG00000214226
DGKE,ENSG00000153933
TRIM25,ENSG00000121060
COIL,ENSG00000121058
SCPEP1,ENSG00000121064
RP11-166P13.3,ENSG00000263004
AKAP1,ENSG00000121057
RP11-166P13.4,ENSG00000263089
MSI2,ENSG00000153944
MRPS23,ENSG00000181610
CUEDC1,ENSG00000180891
VEZF1,ENSG00000136451
RP11-159D12.5,ENSG00000266086
RP11-159D12.2,ENSG00000264112
SRSF1,ENSG00000136450
DYNLL2,ENSG00000264364
MKS1,ENSG00000011143
MPO,ENSG00000005381
BZRAP1,ENSG00000005379
BZRAP1-AS1,ENSG00000265148
MIR142,ENSG00000265206
SUPT4H1,ENSG00000213246
RNF43,ENSG00000108375
HSF5,ENSG00000176160
MTMR4,ENSG00000108389
SEPT4,ENSG00000108387
TEX14,ENSG00000121101
RAD51C,ENSG00000108384
TRIM37,ENSG00000108395
AC099850.1,ENSG00000224738
SKA2,ENSG00000182628
PRR11,ENSG00000068489
SMG8,ENSG00000167447
GDPD1,ENSG00000153982
YPEL2,ENSG00000175155
DHX40,ENSG00000108406
CLTC,ENSG00000141367
PTRH2,ENSG00000141378
VMP1,ENSG00000062716
TUBD1,ENSG00000108423
RPS6KB1,ENSG00000108443
RNFT1,ENSG00000189050
RP11-178C3.2,ENSG00000267302
HEATR6,ENSG00000068097
CTD-2319I12.2,ENSG00000267416
USP32,ENSG00000170832
APPBP2,ENSG00000062725
PPM1D,ENSG00000170836
BCAS3,ENSG00000141376
NACA2,ENSG00000253506
INTS2,ENSG00000108506
MED13,ENSG00000108510
METTL2A,ENSG00000087995
TLK2,ENSG00000146872
TANC2,ENSG00000170921
CYB561,ENSG00000008283
ACE,ENSG00000159640
DCAF7,ENSG00000136485
TACO1,ENSG00000136463
MAP3K3,ENSG00000198909
STRADA,ENSG00000266173
CCDC47,ENSG00000108588
DDX42,ENSG00000198231
FTSJ3,ENSG00000108592
PSMC5,ENSG00000087191
SMARCD2,ENSG00000108604
C17orf72,ENSG00000224383
ICAM2,ENSG00000108622
ERN1,ENSG00000178607
SNORA76,ENSG00000266402
TEX2,ENSG00000136478
MILR1,ENSG00000271605
POLG2,ENSG00000256525
CEP95,ENSG00000258890
SMURF2,ENSG00000108854
GNA13,ENSG00000120063
RP11-160O5.1,ENSG00000263470
RGS9,ENSG00000108370
AXIN2,ENSG00000168646
CEP112,ENSG00000154240
PRKCA,ENSG00000154229
HELZ,ENSG00000198265
RP11-401F2.3,ENSG00000266473
PSMD12,ENSG00000197170
PITPNC1,ENSG00000154217
NOL11,ENSG00000130935
BPTF,ENSG00000171634
C17orf58,ENSG00000186665
KPNA2,ENSG00000182481
RP11-147L13.2,ENSG00000265100
AMZ2,ENSG00000196704
ARSG,ENSG00000141337
SLC16A6,ENSG00000108932
WIPI1,ENSG00000070540
PRKAR1A,ENSG00000108946
ABCA5,ENSG00000154265
MAP2K6,ENSG00000108984
LINC00511,ENSG00000227036
SLC39A11,ENSG00000133195
COG1,ENSG00000166685
FAM104A,ENSG00000133193
C17orf80,ENSG00000141219
CDC42EP4,ENSG00000179604
SDK2,ENSG00000069188
RPL38,ENSG00000172809
CTD-2514K5.2,ENSG00000246731
TTYH2,ENSG00000141540
KIF19,ENSG00000196169
GPRC5C,ENSG00000170412
CD300A,ENSG00000167851
CD300LB,ENSG00000178789
CD300C,ENSG00000167850
CTD-2006K23.1,ENSG00000261222
CD300E,ENSG00000186407
RAB37,ENSG00000172794
CTD-2006K23.2,ENSG00000264659
CD300LF,ENSG00000186074
MIR3615,ENSG00000266036
SLC9A3R1,ENSG00000109062
NAT9,ENSG00000109065
TMEM104,ENSG00000109066
FDXR,ENSG00000161513
HID1,ENSG00000167861
ICT1,ENSG00000167862
KCTD2,ENSG00000180901
ATP5H,ENSG00000167863
SLC16A5,ENSG00000170190
ARMC7,ENSG00000125449
NT5C,ENSG00000125458
HN1,ENSG00000189159
SUMO2,ENSG00000188612
NUP85,ENSG00000125450
GGA3,ENSG00000125447
MRPS7,ENSG00000125445
MIF4GD,ENSG00000125457
SLC25A19,ENSG00000125454
GRB2,ENSG00000177885
KIAA0195,ENSG00000177728
TSEN54,ENSG00000182173
LLGL2,ENSG00000073350
MYO15B,ENSG00000266714
RECQL5,ENSG00000108469
SMIM5,ENSG00000204323
SAP30BP,ENSG00000161526
GALK1,ENSG00000108479
H3F3B,ENSG00000132475
UNK,ENSG00000132478
UNC13D,ENSG00000092929
WBP2,ENSG00000132471
TRIM47,ENSG00000132481
TRIM65,ENSG00000141569
MRPL38,ENSG00000204316
FBF1,ENSG00000188878
ACOX1,ENSG00000161533
TEN1,ENSG00000257949
CDK3,ENSG00000250506
SRP68,ENSG00000167881
ZACN,ENSG00000186919
GALR2,ENSG00000182687
EXOC7,ENSG00000182473
RNF157-AS1,ENSG00000267128
RNF157,ENSG00000141576
UBALD2,ENSG00000185262
QRICH2,ENSG00000129646
PRPSAP1,ENSG00000161542
SPHK1,ENSG00000176170
UBE2O,ENSG00000175931
RHBDF2,ENSG00000129667
PRCD,ENSG00000214140
ST6GALNAC2,ENSG00000070731
ST6GALNAC1,ENSG00000070526
RP11-318A15.2,ENSG00000261335
MXRA7,ENSG00000182534
JMJD6,ENSG00000070495
METTL23,ENSG00000181038
SRSF2,ENSG00000161547
MFSD11,ENSG00000092931
SEC14L1,ENSG00000129657
SEPT9,ENSG00000184640
RP11-936I5.1,ENSG00000266998
FLJ45079,ENSG00000204283
TNRC6C,ENSG00000078687
TMC6,ENSG00000141524
TMC8,ENSG00000167895
SYNGR2,ENSG00000108639
TK1,ENSG00000167900
AFMID,ENSG00000183077
BIRC5,ENSG00000089685
AC061992.2,ENSG00000267737
SOCS3,ENSG00000184557
PGS1,ENSG00000087157
CYTH1,ENSG00000108669
USP36,ENSG00000055483
TIMP2,ENSG00000035862
LGALS3BP,ENSG00000108679
CANT1,ENSG00000171302
ENGASE,ENSG00000167280
CBX2,ENSG00000173894
CBX8,ENSG00000141570
CBX4,ENSG00000141582
GAA,ENSG00000171298
EIF4A3,ENSG00000141543
RP11-334C17.5,ENSG00000262580
SGSH,ENSG00000181523
SLC26A11,ENSG00000181045
RNF213,ENSG00000173821
CTD-2047H16.4,ENSG00000263069
ENDOV,ENSG00000173818
RPTOR,ENSG00000141564
CHMP6,ENSG00000176108
BAIAP2-AS1,ENSG00000226137
BAIAP2,ENSG00000175866
AATK,ENSG00000181409
AZI1,ENSG00000141577
ENTHD2,ENSG00000167302
C17orf89,ENSG00000224877
SLC38A10,ENSG00000157637
LINC00482,ENSG00000185168
TMEM105,ENSG00000185332
RP11-1055B8.4,ENSG00000262877
RP11-1055B8.7,ENSG00000171282
C17orf70,ENSG00000185504
NPLOC4,ENSG00000182446
PDE6G,ENSG00000185527
OXLD1,ENSG00000204237
CCDC137,ENSG00000185298
ARL16,ENSG00000214087
HGS,ENSG00000185359
RP13-1032I1.7,ENSG00000262049
MRPL12,ENSG00000262814
SLC25A10-1,ENSG00000183048
FAM195B,ENSG00000225663
P4HB,ENSG00000185624
RP11-498C9.2,ENSG00000262831
RP11-498C9.3,ENSG00000262413
ARHGDIA,ENSG00000141522
RP11-498C9.15,ENSG00000263731
ALYREF,ENSG00000183684
ANAPC11,ENSG00000141552
PCYT2,ENSG00000185813
SIRT7,ENSG00000187531
MAFG,ENSG00000197063
PYCR1,ENSG00000183010
ASPSCR1,ENSG00000169696
STRA13,ENSG00000169689
LRRC45,ENSG00000169683
RAC3,ENSG00000169750
DCXR,ENSG00000169738
RFNG,ENSG00000169733
GPS1,ENSG00000169727
DUS1L,ENSG00000169718
FASN,ENSG00000169710
CCDC57,ENSG00000176155
SLC16A3,ENSG00000141526
CSNK1D,ENSG00000141551
AC132872.2,ENSG00000268852
RP13-516M14.4,ENSG00000265692
RP13-516M14.1,ENSG00000260563
SECTM1,ENSG00000141574
OGFOD3,ENSG00000181396
HEXDC,ENSG00000169660
C17orf62,ENSG00000178927
NARF,ENSG00000141562
FOXK2,ENSG00000141568
RP13-638C3.4,ENSG00000261845
WDR45B,ENSG00000141580
RAB40B,ENSG00000141542
FN3KRP,ENSG00000141560
FN3K,ENSG00000167363
TBCD,ENSG00000141556
B3GNTL1,ENSG00000175711
METRNL,ENSG00000176845
USP14,ENSG00000101557
THOC1,ENSG00000079134
RP11-705O1.8,ENSG00000263884
TYMS,ENSG00000176890
ENOSF1,ENSG00000132199
YES1,ENSG00000176105
RP11-672L10.6,ENSG00000273355
METTL4,ENSG00000101574
NDC80,ENSG00000080986
SMCHD1,ENSG00000101596
EMILIN2,ENSG00000132205
LPIN2,ENSG00000101577
MYOM1,ENSG00000101605
RP13-270P17.3,ENSG00000272688
RP13-270P17.1,ENSG00000264235
TGIF1,ENSG00000177426
DLGAP1-AS1,ENSG00000177337
DLGAP1-AS2,ENSG00000262001
LINC00667,ENSG00000263753
LINC00526,ENSG00000264575
ZBTB14,ENSG00000198081
EPB41L3,ENSG00000082397
L3MBTL4,ENSG00000154655
PTPRM,ENSG00000173482
RAB12,ENSG00000206418
NDUFV2,ENSG00000178127
RP11-143J12.2,ENSG00000266053
ANKRD12,ENSG00000101745
TWSG1,ENSG00000128791
RALBP1,ENSG00000017797
PPP4R1,ENSG00000154845
RAB31,ENSG00000168461
VAPA,ENSG00000101558
NAPG,ENSG00000134265
GNAL,ENSG00000141404
CHMP1B,ENSG00000255112
RP11-78A19.3,ENSG00000267165
MPPE1,ENSG00000154889
RP11-820I16.4,ENSG00000273141
IMPA2,ENSG00000141401
TUBB6,ENSG00000176014
AFG3L2,ENSG00000141385
SPIRE1,ENSG00000134278
PSMG2,ENSG00000128789
CEP76,ENSG00000101624
RP11-973H7.4,ENSG00000267654
RP11-973H7.1,ENSG00000260302
PTPN2,ENSG00000175354
SEH1L,ENSG00000085415
CEP192,ENSG00000101639
LDLRAD4,ENSG00000168675
FAM210A,ENSG00000177150
RNMT,ENSG00000101654
ZNF519,ENSG00000175322
CYP4F35P,ENSG00000265787
ROCK1,ENSG00000067900
ESCO1,ENSG00000141446
SNRPD1,ENSG00000167088
ABHD3,ENSG00000158201
MIB1,ENSG00000101752
RP11-535A5.1,ENSG00000273348
RBBP8,ENSG00000101773
CABLES1,ENSG00000134508
TMEM241,ENSG00000134490
RIOK3,ENSG00000101782
