gene,ensembl
ENSG00000260988,ENSG00000260988
MINAR1,ENSG00000169330
LINC01418,ENSG00000259692
CPEB1,ENSG00000214575
ACAN,ENSG00000157766
ZNF774,ENSG00000196391
RGMA,ENSG00000182175
CASKIN1,ENSG00000167971
SMIM22,ENSG00000267795
ENSG00000267072,ENSG00000267072
EMP2,ENSG00000213853
ENSG00000262999,ENSG00000262999
ENSG00000275910,ENSG00000275910
ENSG00000261552,ENSG00000261552
ENSG00000275263,ENSG00000275263
MYLK3,ENSG00000140795
ENSG00000259945,ENSG00000259945
ENSG00000237718,ENSG00000237718
ENSG00000260643,ENSG00000260643
ENSG00000261838,ENSG00000261838
WFDC1,ENSG00000103175
ENSG00000261471,ENSG00000261471
ENSG00000278341,ENSG00000278341
PABPN1L,ENSG00000205022
LINC00304,ENSG00000180422
ENSG00000275734,ENSG00000275734
ENSG00000277491,ENSG00000277491
ENSG00000263165,ENSG00000263165
SLC52A1,ENSG00000132517
ATP1B2,ENSG00000129244
HES7,ENSG00000179111
SPMAP1,ENSG00000275489
ZNF385C,ENSG00000187595
ENSG00000262372,ENSG00000262372
WNT3,ENSG00000108379
ENSG00000266821,ENSG00000266821
ZNF652-AS1,ENSG00000248714
ENSG00000277463,ENSG00000277463
ENSG00000267546,ENSG00000267546
ENSG00000276101,ENSG00000276101
ENSG00000263859,ENSG00000263859
CHMP1B-AS1,ENSG00000267165
ENSG00000264695,ENSG00000264695
ENSG00000265496,ENSG00000265496
LINC03110,ENSG00000275418
ENSG00000267705,ENSG00000267705
DIPK1C,ENSG00000187773
ENSG00000266844,ENSG00000266844
ENSG00000260861,ENSG00000260861
ENSG00000276768,ENSG00000276768
MMP24,ENSG00000125966
STK4-DT,ENSG00000227477
LINC01754,ENSG00000224565
ENSG00000255438,ENSG00000255438
LINC01270,ENSG00000203999
PLPP2,ENSG00000141934
GRIN3B,ENSG00000116032
CIRBP-AS1,ENSG00000267493
PLIN4,ENSG00000167676
DPP9-AS1,ENSG00000205790
PTPRS-AS1,ENSG00000267550
LINC01841,ENSG00000266913
OR7C1,ENSG00000127530
LGALS14,ENSG00000006659
ZNF112,ENSG00000062370
EXOC3L2,ENSG00000283632
MEIS3,ENSG00000105419
SMIM47,ENSG00000261341
C19orf84,ENSG00000262874
CACNG8,ENSG00000142408
ENSG00000269524,ENSG00000269524
ZSCAN5A-AS1,ENSG00000267549
PEG3,ENSG00000198300
ENSG00000243762,ENSG00000243762
DRICH1,ENSG00000189269
ENSG00000279085,ENSG00000279085
ENSG00000240591,ENSG00000240591
ENSG00000273325,ENSG00000273325
ENSG00000280356,ENSG00000280356
ENSG00000260613,ENSG00000260613
ENSG00000281181,ENSG00000281181
MIS18A-AS1,ENSG00000227256
LINC01679,ENSG00000237989
DNMT3L-AS1,ENSG00000232010
LINC01342,ENSG00000223823
ZNF593OS,ENSG00000236782
FNDC5,ENSG00000160097
ENSG00000272506,ENSG00000272506
ENSG00000285079,ENSG00000285079
ERICH3,ENSG00000178965
BCL10-AS1,ENSG00000223653
ENSG00000273487,ENSG00000273487
ENSG00000260246,ENSG00000260246
LINC02798,ENSG00000227082
LINC01719,ENSG00000233396
ENSG00000259357,ENSG00000259357
THEM5,ENSG00000196407
TCHH,ENSG00000159450
PMF1-BGLAP,ENSG00000260238
ILDR2,ENSG00000143195
COP1-DT,ENSG00000236021
LINC01352,ENSG00000238078
ENSG00000236498,ENSG00000236498
ENSG00000264324,ENSG00000264324
MAL-AS1,ENSG00000233850
LINC03052,ENSG00000272913
IL1A,ENSG00000115008
SCN2A,ENSG00000136531
ENSG00000232719,ENSG00000232719
NYAP2,ENSG00000144460
MFF-DT,ENSG00000236432
KCNJ13,ENSG00000115474
ENSG00000270207,ENSG00000270207
LINC01980,ENSG00000225548
ENSG00000249474,ENSG00000249474
TAGLN3,ENSG00000144834
ENSG00000272910,ENSG00000272910
ENSG00000236833,ENSG00000236833
AFAP1-AS1,ENSG00000272620
ENSG00000247193,ENSG00000247193
PDGFRA,ENSG00000134853
CXCL11,ENSG00000169248
BMP3,ENSG00000152785
RNF150,ENSG00000170153
ENSG00000251455,ENSG00000251455
GALNTL6,ENSG00000174473
FAM149A,ENSG00000109794
ENSG00000271771,ENSG00000271771
OSMR,ENSG00000145623
LINC02197,ENSG00000250387
ADGRV1,ENSG00000164199
ENSG00000230612,ENSG00000230612
SH3TC2,ENSG00000169247
ENSG00000253519,ENSG00000253519
ENSG00000250999,ENSG00000250999
SLC17A3,ENSG00000124564
ZFP57,ENSG00000204644
HCG20,ENSG00000228022
KCNK5,ENSG00000164626
MOCS1,ENSG00000124615
ENSG00000231881,ENSG00000231881
ENSG00000232876,ENSG00000232876
SLC22A1,ENSG00000175003
ENSG00000232640,ENSG00000232640
ENSG00000271185,ENSG00000271185
INHBA,ENSG00000122641
H2AZ2-DT,ENSG00000234183
ZNF727,ENSG00000214652
SPMIP1,ENSG00000272899
TRBV6-5,ENSG00000211721
ENSG00000281849,ENSG00000281849
ENSG00000272043,ENSG00000272043
PTENP1-AS,ENSG00000281128
ENSG00000255476,ENSG00000255476
CST6,ENSG00000175315
ENSG00000255038,ENSG00000255038
LINC02701,ENSG00000250508
COLCA1,ENSG00000196167
HYOU1-AS1,ENSG00000255114
TUBB8,ENSG00000261456
ADARB2,ENSG00000185736
PFKP-DT,ENSG00000273001
ENSG00000234961,ENSG00000234961
ENSG00000235843,ENSG00000235843
SFTPD-AS1,ENSG00000273372
ACTA2-AS1,ENSG00000180139
SEMA4G,ENSG00000095539
CFAP58,ENSG00000120051
EDRF1-AS1,ENSG00000236991
ENSG00000275703,ENSG00000275703
LINC02367,ENSG00000260423
TMEM52B,ENSG00000165685
GUCY2C-AS1,ENSG00000214772
ENSG00000275278,ENSG00000275278
LINC02555,ENSG00000260943
FAIM2,ENSG00000135472
MYL6B-AS1,ENSG00000257809
ENSG00000257434,ENSG00000257434
ENSG00000274554,ENSG00000274554
ENSG00000248636,ENSG00000248636
C1QTNF9,ENSG00000240654
TNFSF11,ENSG00000120659
ENSG00000284809,ENSG00000284809
ENSG00000267868,ENSG00000267868
NPAS3,ENSG00000151322
TOMM20L,ENSG00000196860
HIF1A-AS3,ENSG00000258667
IGHV3-30,ENSG00000270550
GOLGA6L7,ENSG00000261649
LINC02249,ENSG00000225930
GOLGA8O,ENSG00000206127
PLA2G4B,ENSG00000243708
DUOX2,ENSG00000140279
ALDH1A2,ENSG00000128918
FOXB1,ENSG00000171956
LRRC49,ENSG00000137821
WDR93,ENSG00000140527
MSLN,ENSG00000102854
SMG1-DT,ENSG00000260352
TMC5,ENSG00000103534
ZNF843,ENSG00000176723
ENSG00000261630,ENSG00000261630
BEAN1-AS1,ENSG00000261656
ENSG00000263126,ENSG00000263126
ENSG00000260417,ENSG00000260417
OR1A1,ENSG00000172146
OR3A2,ENSG00000221882
ENSG00000266368,ENSG00000266368
ENSG00000262319,ENSG00000262319
TBC1D3D,ENSG00000274419
ENSG00000275665,ENSG00000275665
ZPBP2,ENSG00000186075
ENSG00000250186,ENSG00000250186
ENSG00000274565,ENSG00000274565
EVPL,ENSG00000167880
SOCS3-DT,ENSG00000266970
DLGAP1,ENSG00000170579
ENSG00000285095,ENSG00000285095
ENSG00000267724,ENSG00000267724
LINC00656,ENSG00000233746
WFDC2,ENSG00000101443
SALL4,ENSG00000101115
ENSG00000276317,ENSG00000276317
ENSG00000267011,ENSG00000267011
CCL25,ENSG00000131142
FFAR3,ENSG00000185897
PTOV1-AS2,ENSG00000269352
ENSG00000268912,ENSG00000268912
TBX1,ENSG00000184058
CABP7,ENSG00000100314
ENSG00000273424,ENSG00000273424
EFCAB6,ENSG00000186976
SMC1B,ENSG00000077935
TIAM1-AS1,ENSG00000237594
CLIC6,ENSG00000159212
TP73,ENSG00000078900
ENSG00000272078,ENSG00000272078
ENSG00000226664,ENSG00000226664
ENSG00000231953,ENSG00000231953
KCNQ4,ENSG00000117013
TEX38,ENSG00000186118
GBP6,ENSG00000183347
F3,ENSG00000117525
MAB21L3,ENSG00000173212
LINC01762,ENSG00000233154
IGSF3,ENSG00000143061
RGSL1,ENSG00000121446
RGS13,ENSG00000127074
SYT2-AS1,ENSG00000226862
HLX-AS1,ENSG00000257551
KCNK1,ENSG00000135750
LINC02971,ENSG00000237520
OR2L5,ENSG00000197454
ENSG00000235499,ENSG00000235499
EVA1A,ENSG00000115363
ADRA2B,ENSG00000274286
MMADHC-DT,ENSG00000231969
MAP3K20-AS1,ENSG00000238133
NPPC,ENSG00000163273
ANO7,ENSG00000146205
ENSG00000215692,ENSG00000215692
ENSG00000235158,ENSG00000235158
ENSG00000206567,ENSG00000206567
ENSG00000272483,ENSG00000272483
ENSG00000283189,ENSG00000283189
AMIGO3,ENSG00000176020
DNAH12,ENSG00000174844
SLC12A8,ENSG00000221955
FAM47E,ENSG00000189157
PIGY-DT,ENSG00000285122
ENSG00000260091,ENSG00000260091
TKTL2,ENSG00000151005
ENSG00000271781,ENSG00000271781
LINC02228,ENSG00000251273
LINC02211,ENSG00000245662
LRRC70,ENSG00000186105
PRR16,ENSG00000184838
FSTL4,ENSG00000053108
SAP30L-AS1,ENSG00000245275
FNDC9,ENSG00000172568
ADAMTS2,ENSG00000087116
HCP5B,ENSG00000281831
GRM4,ENSG00000124493
ZFAND3-DT,ENSG00000225945
TREM2,ENSG00000095970
TCTE1,ENSG00000146221
ENSG00000231628,ENSG00000231628
PLN,ENSG00000198523
PTPRK-AS1,ENSG00000227945
SDK1,ENSG00000146555
ENSG00000281039,ENSG00000281039
ENSG00000244151,ENSG00000244151
ANOS1,ENSG00000011201
DANT2,ENSG00000235244
ENSG00000253708,ENSG00000253708
ENSG00000272128,ENSG00000272128
SAMD12-AS1,ENSG00000281641
ENSG00000254343,ENSG00000254343
FAM83A-AS1,ENSG00000204949
TG,ENSG00000042832
ERICD,ENSG00000280303
TMEM249,ENSG00000261587
CFAP157,ENSG00000160401
PTGES2-AS1,ENSG00000232850
ENSG00000236986,ENSG00000236986
PKP3,ENSG00000184363
TTC36,ENSG00000172425
PCAT5,ENSG00000280719
ENSG00000226578,ENSG00000226578
NPFFR1,ENSG00000148734
COL17A1,ENSG00000065618
RBP5,ENSG00000139194
ENSG00000275367,ENSG00000275367
ENSG00000256442,ENSG00000256442
TAS2R19,ENSG00000212124
ENSG00000257225,ENSG00000257225
KRT80,ENSG00000167767
ENSG00000277895,ENSG00000277895
C12orf50,ENSG00000165805
ENSG00000276188,ENSG00000276188
CLIP1-AS1,ENSG00000257097
GJB2,ENSG00000165474
WASF3-AS1,ENSG00000237001
ENSG00000280169,ENSG00000280169
ENSG00000258843,ENSG00000258843
NID2,ENSG00000087303
ENSG00000258760,ENSG00000258760
ENSG00000258837,ENSG00000258837
SMOC1,ENSG00000198732
FLRT2,ENSG00000185070
EML1,ENSG00000066629
IGHV3-21,ENSG00000211947
ENSG00000259345,ENSG00000259345
SERINC4,ENSG00000184716
SLC30A4-AS1,ENSG00000259354
ENSG00000259316,ENSG00000259316
ENSG00000260425,ENSG00000260425
TEDC2-AS1,ENSG00000259895
TEKT5,ENSG00000153060
ENSG00000246465,ENSG00000246465
ATP2A1,ENSG00000196296
ENSG00000274653,ENSG00000274653
DRC7,ENSG00000159625
CDH5,ENSG00000179776
FA2H,ENSG00000103089
ENSG00000284512,ENSG00000284512
CA5A,ENSG00000174990
ENSG00000262533,ENSG00000262533
ENSG00000262884,ENSG00000262884
ENSG00000261915,ENSG00000261915
ENSG00000276384,ENSG00000276384
ENSG00000266744,ENSG00000266744
ENSG00000260907,ENSG00000260907
ENSG00000266369,ENSG00000266369
KCNJ12,ENSG00000184185
ENSG00000266987,ENSG00000266987
SLC35G3,ENSG00000164729
ENSG00000275897,ENSG00000275897
ENSG00000263644,ENSG00000263644
ENSG00000265907,ENSG00000265907
MOCOS,ENSG00000075643
PDYN-AS1,ENSG00000233896
BMP2,ENSG00000125845
ENSG00000268628,ENSG00000268628
ENSG00000270001,ENSG00000270001
ENSG00000230725,ENSG00000230725
ENSG00000278383,ENSG00000278383
ENSG00000232043,ENSG00000232043
ENSG00000227297,ENSG00000227297
ONECUT3,ENSG00000205922
ZNF556,ENSG00000172000
ENSG00000253392,ENSG00000253392
ENSG00000268565,ENSG00000268565
ENSG00000277587,ENSG00000277587
NOTCH3,ENSG00000074181
ENSG00000268673,ENSG00000268673
ENSG00000268056,ENSG00000268056
KCNN1,ENSG00000105642
ENSG00000268650,ENSG00000268650
HOMER3-AS1,ENSG00000269019
GRAMD1A-AS1,ENSG00000269303
HAMP,ENSG00000105697
FBXO27,ENSG00000161243
KLC3,ENSG00000104892
ENSG00000267898,ENSG00000267898
SYT5,ENSG00000129990
IGLV6-57,ENSG00000211640
IGLV1-44,ENSG00000211651
IGLV2-11,ENSG00000211668
GGT5,ENSG00000099998
ENSG00000228923,ENSG00000228923
ENSG00000224794,ENSG00000224794
EP300-AS1,ENSG00000231993
MOV10L1,ENSG00000073146
ENSG00000227757,ENSG00000227757
LINC02574,ENSG00000233975
ENSG00000272982,ENSG00000272982
LINC01750,ENSG00000231437
CD101-AS1,ENSG00000236137
DDX59-AS1,ENSG00000260088
MYBPH,ENSG00000133055
OR2C3,ENSG00000196242
TRAPPC12-AS1,ENSG00000225234
LINC00487,ENSG00000205837
ENSG00000236469,ENSG00000236469
EGR4,ENSG00000135625
ENSG00000217702,ENSG00000217702
GCC2-AS1,ENSG00000214184
INHBB,ENSG00000163083
CCDC148,ENSG00000153237
LINC00607,ENSG00000235770
ENSG00000272944,ENSG00000272944
ARPP21,ENSG00000172995
SIAH2-AS1,ENSG00000244265
MSX1,ENSG00000163132
SORCS2,ENSG00000184985
LINC01088,ENSG00000249307
ENSG00000250057,ENSG00000250057
ENSG00000214559,ENSG00000214559
RBM46,ENSG00000151962
WWC2-AS2,ENSG00000251359
GDNF,ENSG00000168621
ENSG00000248884,ENSG00000248884
SPATA9,ENSG00000145757
C5orf58,ENSG00000234511
SLC44A4,ENSG00000204385
HLA-DQB1-AS1,ENSG00000223534
APOBEC2,ENSG00000124701
LINC03040,ENSG00000181577
LINC02541,ENSG00000230943
FKBP14-AS1,ENSG00000227014
ADCY1,ENSG00000164742
ENSG00000272950,ENSG00000272950
SLC26A5,ENSG00000170615
ENSG00000243243,ENSG00000243243
PPEF1,ENSG00000086717
LINC02601,ENSG00000223714
INTS6L-AS1,ENSG00000225235
AVPR2,ENSG00000126895
ENSG00000272479,ENSG00000272479
LY6K,ENSG00000160886
ENSG00000273399,ENSG00000273399
ENSG00000283982,ENSG00000283982
ENSG00000260947,ENSG00000260947
ANKRD20A3P,ENSG00000276203
WNK2,ENSG00000165238
CT70,ENSG00000230013
ENSG00000268707,ENSG00000268707
GRIN1,ENSG00000176884
TMEM210,ENSG00000185863
OR52N4,ENSG00000181074
SCUBE2,ENSG00000175356
PGA3,ENSG00000229859
MAJIN,ENSG00000168070
ENSG00000215841,ENSG00000215841
ENSG00000254433,ENSG00000254433
SCN4B,ENSG00000177098
NTM,ENSG00000182667
FRMPD2,ENSG00000170324
ENSG00000232682,ENSG00000232682
TACR2,ENSG00000075073
ADAMTS14,ENSG00000138316
CNNM1,ENSG00000119946
NANOG,ENSG00000111704
ENSG00000255621,ENSG00000255621
RASSF8-AS1,ENSG00000246695
KRT81,ENSG00000205426
MUCL1,ENSG00000172551
ENSG00000269903,ENSG00000269903
ENSG00000258177,ENSG00000258177
LINC02284,ENSG00000259719
SIPA1L1-AS1,ENSG00000259146
ENSG00000258521,ENSG00000258521
IGHV5-51,ENSG00000211966
TRPM1,ENSG00000134160
ENSG00000259269,ENSG00000259269
SLC24A5,ENSG00000188467
C2CD4B,ENSG00000205502
DNM1P35,ENSG00000246877
ENSG00000278370,ENSG00000278370
IRAIN,ENSG00000259424
ENSG00000259553,ENSG00000259553
ENSG00000228201,ENSG00000228201
CEMP1,ENSG00000205923
ENSG00000263280,ENSG00000263280
CAPNS2,ENSG00000256812
MMP15,ENSG00000102996
KCTD19,ENSG00000168676
ENSG00000262791,ENSG00000262791
ENSG00000261898,ENSG00000261898
ENSG00000266498,ENSG00000266498
MFAP4,ENSG00000166482
COL1A1,ENSG00000108821
ENSG00000267342,ENSG00000267342
ENSG00000266850,ENSG00000266850
ENSG00000275512,ENSG00000275512
RNF152,ENSG00000176641
NETO1-DT,ENSG00000263958
ZNF516-DT,ENSG00000275763
ENSG00000267780,ENSG00000267780
SLC32A1,ENSG00000101438
ENSG00000274177,ENSG00000274177
ANKRD24,ENSG00000089847
SAXO5,ENSG00000198723
RGL3,ENSG00000205517
ENSG00000269172,ENSG00000269172
PRPF31-AS1,ENSG00000237017
ENSG00000273176,ENSG00000273176
TMPRSS6,ENSG00000187045
ENSG00000273243,ENSG00000273243
ENSG00000273102,ENSG00000273102
PRDM16,ENSG00000142611
ICMT-DT,ENSG00000225077
ERRFI1-DT,ENSG00000238290
LNCTAM34A,ENSG00000234546
DISP3,ENSG00000204624
FOXO6,ENSG00000204060
ENSG00000238140,ENSG00000238140
SLC44A3,ENSG00000143036
PLPPR4,ENSG00000117600
INKA2,ENSG00000197852
ENSG00000228826,ENSG00000228826
THBS3-AS1,ENSG00000231064
KIAA1614,ENSG00000135835
ENSG00000273198,ENSG00000273198
ATP6V1G3,ENSG00000151418
LINC02773,ENSG00000237980
ENSG00000260855,ENSG00000260855
CIMIP5,ENSG00000150873
ARHGEF33,ENSG00000214694
CCDC74A,ENSG00000163040
MPP4,ENSG00000082126
ENSG00000248468,ENSG00000248468
PPM1K-DT,ENSG00000246375
ENSG00000248774,ENSG00000248774
VEGFC,ENSG00000150630
LINC02427,ENSG00000271538
TERT,ENSG00000164362
ENSG00000249807,ENSG00000249807
LINC01948,ENSG00000248727
ENSG00000247345,ENSG00000247345
SV2C,ENSG00000122012
PCDHGA5,ENSG00000253485
LINC01411,ENSG00000249306
ATXN1-AS1,ENSG00000229931
PRL,ENSG00000172179
ZSCAN23,ENSG00000187987
ZNF311,ENSG00000197935
CFB,ENSG00000243649
HLA-DQA2,ENSG00000237541
LRFN2,ENSG00000156564
CCN6,ENSG00000112761
KIAA0408,ENSG00000189367
HOTTIP,ENSG00000243766
NACAD,ENSG00000136274
MLXIPL,ENSG00000009950
UPK3B,ENSG00000243566
VGF,ENSG00000128564
SLC26A4-AS1,ENSG00000233705
LMOD2,ENSG00000170807
MAOA,ENSG00000189221
SYP-AS1,ENSG00000237341
ENSG00000238039,ENSG00000238039
ENSG00000249258,ENSG00000249258
CTHRC1,ENSG00000164932
LINC02055,ENSG00000254101
ENSG00000273056,ENSG00000273056
MYORG,ENSG00000164976
FRMPD1,ENSG00000070601
SNX30-DT,ENSG00000226609
HPX,ENSG00000110169
LINC02718,ENSG00000255418
ENSG00000246250,ENSG00000246250
OR5AS1,ENSG00000181785
OR9Q1,ENSG00000186509
TPBGL,ENSG00000261594
ENSG00000254694,ENSG00000254694
IDI2,ENSG00000148377
CCDC3,ENSG00000151468
C1QL3,ENSG00000165985
ENSG00000271981,ENSG00000271981
ENSG00000275327,ENSG00000275327
PDE3A,ENSG00000172572
GLT8D2,ENSG00000120820
PSPC1-AS2,ENSG00000226352
LINC00332,ENSG00000230710
ENSG00000281883,ENSG00000281883
LINC02313,ENSG00000258474
FLVCR2-AS1,ENSG00000224721
ENSG00000258538,ENSG00000258538
IGHV1-2,ENSG00000211934
CHRM5,ENSG00000184984
CILP,ENSG00000138615
MEGF11,ENSG00000157890
UBE2Q2P16,ENSG00000259511
TTLL13,ENSG00000213471
CRTC3-AS1,ENSG00000259736
IGFALS,ENSG00000099769
LINC02195,ENSG00000236481
TRIM72,ENSG00000177238
ENSG00000205414,ENSG00000205414
ENSG00000276663,ENSG00000276663
ENSG00000284675,ENSG00000284675
OR3A3,ENSG00000159961
SPATA22,ENSG00000141255
TMEM132E,ENSG00000181291
ENSG00000276241,ENSG00000276241
ENSG00000273965,ENSG00000273965
RUNDC3A,ENSG00000108309
PHOSPHO1,ENSG00000173868
KCNH6,ENSG00000173826
ENSG00000267601,ENSG00000267601
ENSG00000262833,ENSG00000262833
SLC14A2,ENSG00000132874
MYO5B,ENSG00000167306
LINC00237,ENSG00000225127
SLC13A3,ENSG00000158296
ENSG00000267214,ENSG00000267214
PTGER1,ENSG00000160951
TMEM221,ENSG00000188051
ENSG00000267439,ENSG00000267439
PCAT19,ENSG00000267107
ENSG00000268678,ENSG00000268678
LRRC74B,ENSG00000187905
ENSG00000273387,ENSG00000273387
FBLN1,ENSG00000077942
ENSG00000279494,ENSG00000279494
ENSG00000278961,ENSG00000278961
ENSG00000260583,ENSG00000260583
CSMD2,ENSG00000121904
ENSG00000234425,ENSG00000234425
ANKRD53,ENSG00000144031
ACVR2B-AS1,ENSG00000229589
ENSG00000235288,ENSG00000235288
STX19,ENSG00000178750
ATP1B3-AS1,ENSG00000244124
LINC00885,ENSG00000224652
LINC02928,ENSG00000273257
TRPC3,ENSG00000138741
FHDC1,ENSG00000137460
ENSG00000272411,ENSG00000272411
OR2B6,ENSG00000124657
SAMD5,ENSG00000203727
SPATC1,ENSG00000186583
ENSG00000235659,ENSG00000235659
ENSG00000285269,ENSG00000285269
ENSG00000230894,ENSG00000230894
KRTAP5-2,ENSG00000205867
PDE2A,ENSG00000186642
PIH1D2,ENSG00000150773
OR13A1,ENSG00000256574
ZNF503-AS1,ENSG00000226051
ENSG00000273450,ENSG00000273450
ENSG00000245482,ENSG00000245482
ENSG00000257925,ENSG00000257925
LRP1-AS,ENSG00000259125
AVPR1A,ENSG00000166148
ENSG00000271327,ENSG00000271327
RFX4,ENSG00000111783
GJA3,ENSG00000121743
TRAV24,ENSG00000211805
PRKD1,ENSG00000184304
LINC00520,ENSG00000258791
IGHV3-49,ENSG00000211965
ENSG00000260693,ENSG00000260693
ENSG00000260037,ENSG00000260037
ENSG00000261229,ENSG00000261229
ENSG00000275613,ENSG00000275613
HMSD,ENSG00000221887
FAM182B,ENSG00000175170
ELAVL3,ENSG00000196361
CYP4F12,ENSG00000186204
ENSG00000268309,ENSG00000268309
USHBP1,ENSG00000130307
ZNF730,ENSG00000183850
ENSG00000267934,ENSG00000267934
ENSG00000272582,ENSG00000272582
FTCD,ENSG00000160282
CFAP74,ENSG00000142609
ENSG00000224387,ENSG00000224387
FHAD1-AS1,ENSG00000233485
RAP1GAP,ENSG00000076864
ENSG00000274944,ENSG00000274944
MPL,ENSG00000117400
ENSG00000227857,ENSG00000227857
SGIP1,ENSG00000118473
ENSG00000273483,ENSG00000273483
ENSG00000233030,ENSG00000233030
ENSG00000231073,ENSG00000231073
ENSG00000227217,ENSG00000227217
SPTA1,ENSG00000163554
VANGL2,ENSG00000162738
CCDC181,ENSG00000117477
C1orf116,ENSG00000182795
ENSG00000272823,ENSG00000272823
ENSG00000278467,ENSG00000278467
TSNAX-DISC1,ENSG00000270106
ENSG00000235749,ENSG00000235749
LINC01115,ENSG00000237667
LINC00570,ENSG00000224177
MYCNOS,ENSG00000233718
ENSG00000242628,ENSG00000242628
LINC02898,ENSG00000205086
EPCAM-DT,ENSG00000234690
NRXN1,ENSG00000179915
ENSG00000272183,ENSG00000272183
ENSG00000270571,ENSG00000270571
PROM2,ENSG00000155066
ENSG00000223947,ENSG00000223947
DPP10,ENSG00000175497
PLA2R1,ENSG00000153246
FZD7,ENSG00000155760
SNHG31,ENSG00000229267
ABCB6,ENSG00000115657
ENSG00000271993,ENSG00000271993
CCR8,ENSG00000179934
ENSG00000239572,ENSG00000239572
ZBTB20-AS5,ENSG00000242290
TIMMDC1-DT,ENSG00000272662
TRH,ENSG00000170893
ERICH6,ENSG00000163645
LINC02029,ENSG00000241544
RARRES1,ENSG00000118849
ENSG00000272783,ENSG00000272783
PCDH7,ENSG00000169851
GABRA4,ENSG00000109158
H2AZ1-DT,ENSG00000245322
EMCN,ENSG00000164035
FGF2,ENSG00000138685
LINC01091,ENSG00000249464
GYPA,ENSG00000170180
PLEKHG4B,ENSG00000153404
ADCY2,ENSG00000078295
ENSG00000271752,ENSG00000271752
HSPB3,ENSG00000169271
CDC20B,ENSG00000164287
FAM169A-AS1,ENSG00000271714
LINC01337,ENSG00000251221
PCDHGB2,ENSG00000253910
DIAPH1-AS1,ENSG00000246422
CARMN,ENSG00000249669
ENSG00000270174,ENSG00000270174
ENSG00000275846,ENSG00000275846
DDR1-DT,ENSG00000237775
LY6G6F-LY6G6D,ENSG00000250641
VWA7,ENSG00000204396
TSPO2,ENSG00000112212
MTCL3,ENSG00000214338
HOXA-AS3,ENSG00000254369
WIPF3,ENSG00000122574
SPMIP7,ENSG00000164500
ENSG00000223969,ENSG00000223969
DYNC1I1,ENSG00000158560
NPTX2,ENSG00000106236
ANKRD7,ENSG00000106013
SMO,ENSG00000128602
ENSG00000241881,ENSG00000241881
TRBV10-3,ENSG00000275791
TRBV12-4,ENSG00000276953
SRPX,ENSG00000101955
TSPAN7,ENSG00000156298
PAGE2B,ENSG00000238269
LHFPL1,ENSG00000182508
ZCCHC12,ENSG00000174460
SCARA5,ENSG00000168079
STAR,ENSG00000147465
IDO2,ENSG00000188676
CYP7B1,ENSG00000172817
RHPN1-AS1,ENSG00000254389
MLANA,ENSG00000120215
LURAP1L,ENSG00000153714
OMD,ENSG00000127083
PCAT7,ENSG00000231806
ENSG00000271314,ENSG00000271314
PTPN3,ENSG00000070159
FAM225B,ENSG00000225684
HSPA5-DT,ENSG00000239705
PRDM12,ENSG00000130711
KCNT1,ENSG00000107147
DKFZP434A062,ENSG00000262075
LRRC4C,ENSG00000148948
PACSIN3,ENSG00000165912
MS4A3,ENSG00000149516
HNRNPUL2-BSCL2,ENSG00000234857
RCOR2,ENSG00000167771
SPTBN2,ENSG00000173898
ARHGEF17-AS1,ENSG00000257038
CCDC90B-AS1,ENSG00000255234
TRPC6,ENSG00000137672
LINC02550,ENSG00000271584
ENSG00000223834,ENSG00000223834
UNC5B-AS1,ENSG00000237512
IFIT1B,ENSG00000204010
SLC6A13,ENSG00000010379
PLEKHG6,ENSG00000008323
LINC02471,ENSG00000223914
H1-7,ENSG00000187166
ENSG00000274156,ENSG00000274156
GALNT4,ENSG00000257594
POC1B-GALNT4,ENSG00000259075
SLC25A30-AS1,ENSG00000251015
PRECSIT,ENSG00000255874
MDGA2,ENSG00000139915
ENSG00000258752,ENSG00000258752
MEIS2,ENSG00000134138
ENSG00000259469,ENSG00000259469
SHC4,ENSG00000185634
ENSG00000259188,ENSG00000259188
MAPK6-DT,ENSG00000259438
PRTG,ENSG00000166450
ENSG00000259250,ENSG00000259250
IGDCC3,ENSG00000174498
CEMIP,ENSG00000103888
KIF7,ENSG00000166813
LINC00923,ENSG00000251209
ENSG00000260592,ENSG00000260592
NUPR1,ENSG00000176046
ENSG00000260927,ENSG00000260927
NDRG4,ENSG00000103034
SLC9A5,ENSG00000135740
PDF,ENSG00000258429
VAC14-AS1,ENSG00000214353
MARVELD3,ENSG00000140832
PSMD7-DT,ENSG00000261404
ENSG00000285040,ENSG00000285040
OR3A1,ENSG00000180090
NTN1,ENSG00000065320
ENSG00000279762,ENSG00000279762
ENSG00000267711,ENSG00000267711
FKBP10,ENSG00000141756
HSPB9,ENSG00000260325
ENSG00000261872,ENSG00000261872
ANKRD40CL,ENSG00000167117
ENSG00000262079,ENSG00000262079
LINC02080,ENSG00000267065
DNAH17,ENSG00000187775
ENSG00000275479,ENSG00000275479
ENSG00000267079,ENSG00000267079
COSMOC,ENSG00000260552
BTBD3-AS1,ENSG00000236526
SGK2,ENSG00000101049
SLC2A10,ENSG00000197496
PRTN3,ENSG00000196415
ENSG00000267769,ENSG00000267769
ENSG00000267062,ENSG00000267062
ENSG00000269427,ENSG00000269427
FBXO17,ENSG00000269190
ENSG00000276445,ENSG00000276445
